,Unnamed: 0_level_0,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,derived,derived,derived,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata
,Unnamed: 0_level_1,BO3,BO4,BT,CO2,CO3,DIC,HCO3,P_in,S_in,TA,T_in,pCO2,BOH4/DIC,BOH4_HCO3,deep_omega,B/Ca,B/Ca.1,B/Ca.2,B/Ca.3,B/Ca_std,BOH4_HCO3,BT,DIC,PO4,TA,TP,TS,depth_m,n,pHtot,pHtot_std,sal,sal_std,temp_C,temp_C_MgCa,temp_C_d18O,temp_C_std,Core,Description,Site,comments,core_depth_m,doi,lat,lon,sample_depth,shortref,site_info,size_fraction,species
56,59,349.8316133372862,64.8505155198566,414.68212885714286,18.987738979024048,108.0388250736108,2197.0500879665838,2070.0235239139483,354.7,34.9143,2351.7268792359914,2.51206,333.70696388140516,,,,204.97852528422771,,,,,0.031351004333770686,414.9813942857143,,,,,,3547.0,1.0,7.954463623620303,,,,2.51206,,,,BOFS 5K,,,R,,10.1016/j.epsl.2007.03.025,50.7,21.9,2-3,Yu2007,,,C. wuellerstorfi
57,60,349.87415164462317,64.7604686410911,414.63462028571433,19.168188748818164,105.0868803370117,2193.113870516781,2068.8588014309507,404.5,34.9103,2344.5501444436372,2.52469,337.0294371915261,,,,196.44155078412675,,,,,0.031325097953096896,414.9338514285714,,,,,,4045.0,1.0,7.92724724583305,,,,2.52469,,,,BOFS 8K,,,R,,10.1016/j.epsl.2007.03.025,52.5,22.1,4-5,Yu2007,,,C. wuellerstorfi
58,61,347.97704316859046,66.84286054569525,414.81990371428566,17.306056806746405,118.83088420996252,2139.5583803994523,2003.4214393827435,200.4,34.9259,2308.851594455928,3.4207099999999997,314.60494130976014,,,,223.78896484579099,222.11093697357003,225.46699271801202,,,0.033388431412539936,415.1192685714285,,,,,,2004.0,2.0,8.04105171942397,,,,3.4207099999999997,,,,BOFS 11K,,,R,,10.1016/j.epsl.2007.03.025,55.2,20.4,2-3,Yu2007,,,C. wuellerstorfi
59,62,347.97704316859046,66.84286054569525,414.81990371428566,17.306056806746405,118.83088420996252,2139.5583803994523,2003.4214393827435,200.4,34.9259,2308.851594455928,3.4207099999999997,314.60494130976014,,,,224.23501588314815,,,,,0.033388431412539936,415.1192685714285,,,,,,2004.0,1.0,8.04105171942397,,,,3.4207099999999997,,,,BOFS 11K,,,O,,10.1016/j.epsl.2007.03.025,55.2,20.4,2-3,Yu2007,,,C. wuellerstorfi
60,63,351.92653559631714,62.67839183225434,414.6049274285714,19.91695764841861,104.90505028789528,2212.7586793953824,2087.9366714590687,350.0,34.9078,2361.168708985431,2.47978,349.60197408616096,,,,207.5578314272788,204.3227014424501,210.79296141210747,,,0.030040961525902805,414.9041371428572,,,,,,3500.0,2.0,7.939998936359079,,,,2.47978,,,,BOFS 30K,,,R,,10.1016/j.epsl.2007.03.025,19.75,20.73,5-6,Yu2007,,,C. wuellerstorfi
61,64,352.64493916758596,62.28423426098551,414.92917342857146,19.82734327082617,106.13877322971884,2201.3189952329594,2075.3528787324144,306.9,34.93510000000001,2350.6827534951485,2.74688,351.57351267003884,,,,223.0519758040529,222.40776136568488,223.6961902424208,,,0.030033053091790773,415.2286171428572,,,,,,3069.0,2.0,7.955964359082402,,,,2.74688,,,,M12310-3,,,R,,10.1016/j.epsl.2007.03.025,23.3,18.43,0-1,Yu2007,,,C. wuellerstorfi
62,65,354.52036891997113,59.542960794314574,414.0633297142857,20.660170591322068,102.47199342325779,2195.290713869511,2072.1585498549302,267.0,34.8622,2337.3695725089065,2.43077,361.88473041792747,,,,213.03572025362166,212.135060606196,213.93637990104736,,,0.028755488532527983,414.3621485714286,,,,,,2670.0,2.0,7.95975090786362,,,,2.43077,,,,PC174BX,,,R,,10.1016/j.epsl.2007.03.025,-27.0155,3.8595,0-1,Yu2007,,,C. wuellerstorfi
63,66,363.75794258776864,49.203188269374245,412.96113085714285,25.852198934875787,86.81671147520868,2221.913063867172,2109.244153457087,208.2,34.7694,2332.684538194853,2.63249,456.00427467923095,,,,220.0956677095347,,,,,0.0233442377281704,413.2591542857143,,,,,,2082.0,1.0,7.895337130222215,,,,2.63249,,,,ODP1088,,,R,,10.1016/j.epsl.2007.03.025,-41.08,-13.34,2-9,Yu2007,,,C. wuellerstorfi
64,67,354.07384696600195,61.35654189114093,415.4303888571429,19.41905998604746,112.34130693338415,2169.8059836341768,2038.0456167147452,160.4,34.9773,2324.9801841086232,4.1218699999999995,362.30900169894267,,,,239.3381192461945,,,,,0.030127304720772463,415.73019428571433,,,,,,1604.0,1.0,8.008562522682865,,,,4.1218699999999995,,,,M35014-1,,,O,,10.1016/j.epsl.2007.03.025,17.842,63.736999999999995,0-1,Yu2007,,,C. wuellerstorfi
65,68,353.52488405137154,62.01121137719998,415.53609542857146,19.31564125616561,111.21415052326886,2169.321569025813,2038.791777246379,200.4,34.986200000000004,2324.114260323513,4.00389,358.8522324700617,,,,225.88487217768918,,,,,0.03043761700746375,415.83597714285713,,,,,,2004.0,1.0,7.993926434639922,,,,4.00389,,,,M35020-1,,,O,,10.1016/j.epsl.2007.03.025,17.93,65.67,0-1,Yu2007,,,C. wuellerstorfi
66,69,352.4279213420092,62.68534780084803,415.11326914285723,19.44667167268253,107.59925516017599,2180.910657565982,2053.864730733123,288.5,34.9506,2332.56760683632,3.36001,352.78070161711287,,,,222.36691772739582,,,,,0.030542705790546007,415.4128457142857,,,,,,2885.0,1.0,7.961235831962368,,,,3.36001,,,,M35004-1,,,O,,10.1016/j.epsl.2007.03.025,14.41,61.662,0-1,Yu2007,,,C. wuellerstorfi
67,70,352.4279213420092,62.68534780084803,415.11326914285723,19.44667167268253,107.59925516017599,2180.910657565982,2053.864730733123,288.5,34.9506,2332.56760683632,3.36001,352.78070161711287,,,,232.1405270020141,,,,,0.030542705790546007,415.4128457142857,,,,,,2885.0,1.0,7.961235831962368,,,,3.36001,,,,M35004-1,,,O,,10.1016/j.epsl.2007.03.025,14.41,61.662,0-1,Yu2007,,,C. wuellerstorfi
68,71,352.4279213420092,62.68534780084803,415.11326914285723,19.44667167268253,107.59925516017599,2180.910657565982,2053.864730733123,288.5,34.9506,2332.56760683632,3.36001,352.78070161711287,,,,216.91255609502937,,,,,0.030542705790546007,415.4128457142857,,,,,,2885.0,1.0,7.961235831962368,,,,3.36001,,,,M35004-1,,,O,,10.1016/j.epsl.2007.03.025,14.41,61.662,0-1,Yu2007,,,C. wuellerstorfi
69,72,352.4279213420092,62.68534780084803,415.11326914285723,19.44667167268253,107.59925516017599,2180.910657565982,2053.864730733123,288.5,34.9506,2332.56760683632,3.36001,352.78070161711287,,,,228.17385195078919,,,,,0.030542705790546007,415.4128457142857,,,,,,2885.0,1.0,7.961235831962368,,,,3.36001,,,,M35004-1,,,"O, RB",,10.1016/j.epsl.2007.03.025,14.41,61.662,0-1,Yu2007,,,C. wuellerstorfi
70,73,353.65106178441323,61.0500705013012,414.7011322857143,20.44123925834668,99.1452357038623,2184.9619555700147,2065.375480607805,381.5,34.9159,2325.434258175102,2.6319999999999997,360.86866048119384,,,,207.9767030939355,,,,,0.02958015592848044,415.00041142857145,,,,,,3815.0,1.0,7.907845019862986,,,,2.6319999999999997,,,,M35026-2,,,O,,10.1016/j.epsl.2007.03.025,17.508,67.043,0-1,Yu2007,,,C. wuellerstorfi
71,74,349.52690631259287,65.93198768740722,415.458894,19.04187844465827,105.88478264376499,2189.8272590240667,2064.9005979356434,471.0,34.9797,2343.468336348348,4.35141,358.25257297785566,,,,177.48330402983655,,,,,0.03195290328909721,415.75872,,,,,,4710.0,1.0,7.87920277396347,,,,4.35141,,,,M35024-6,,,O,,10.1016/j.epsl.2007.03.025,17.043,66.002,0-1,Yu2007,,,C. wuellerstorfi
72,75,349.52690631259287,65.93198768740722,415.458894,19.04187844465827,105.88478264376499,2189.8272590240667,2064.9005979356434,471.0,34.9797,2343.468336348348,4.35141,358.25257297785566,,,,172.54498289956402,,,,,0.03195290328909721,415.75872,,,,,,4710.0,1.0,7.87920277396347,,,,4.35141,,,,M35024-6,,,O,,10.1016/j.epsl.2007.03.025,17.043,66.002,0-1,Yu2007,,,C. wuellerstorfi
73,76,349.5794304071718,64.34256130711394,413.92199171428564,19.43906245064229,102.90467691853573,2201.8310132354445,2079.4872738662666,429.1,34.8503,2350.349564922029,1.95114,334.38784822817365,,,,185.61561275677715,,,,,0.03096388061047528,414.22070857142853,,,,,,4291.0,1.0,7.918812691123295,,,,1.95114,,,,GeoB4413-1,,,O,,10.1016/j.epsl.2007.03.025,6.087000000000001,44.193000000000005,0-1,Yu2007,,,C. wuellerstorfi
74,77,349.5794304071718,64.34256130711394,413.92199171428564,19.43906245064229,102.90467691853573,2201.8310132354445,2079.4872738662666,429.1,34.8503,2350.349564922029,1.95114,334.38784822817365,,,,185.67633395678862,,,,,0.03096388061047528,414.22070857142853,,,,,,4291.0,1.0,7.918812691123295,,,,1.95114,,,,GeoB4413-1,,,O,,10.1016/j.epsl.2007.03.025,6.087000000000001,44.193000000000005,0-1,Yu2007,,,C. wuellerstorfi
75,78,349.5794304071718,64.34256130711394,413.92199171428564,19.43906245064229,102.90467691853573,2201.8310132354445,2079.4872738662666,429.1,34.8503,2350.349564922029,1.95114,334.38784822817365,,,,193.08941788078988,,,,,0.03096388061047528,414.22070857142853,,,,,,4291.0,1.0,7.918812691123295,,,,1.95114,,,,GeoB4413-1,,,O,,10.1016/j.epsl.2007.03.025,6.087000000000001,44.193000000000005,0-1,Yu2007,,,C. wuellerstorfi
76,79,353.0800501212865,62.01302787871353,415.093078,19.399825143720147,108.8220954832523,2172.456319880934,2044.2343992539625,229.8,34.9489,2324.7074500793333,3.14431,349.1345546194558,,,,219.86898189992195,,,,,0.030357468355329237,415.39264,,,,,,2298.0,1.0,7.989763828494055,,,,3.14431,,,,GeoB1503-2,,,O,,10.1016/j.epsl.2007.03.025,2.31,30.648000000000003,0-1,Yu2007,,,C. wuellerstorfi
77,80,350.06869456008,64.70726372563429,414.77595828571435,18.689661017204415,110.20230417528828,2179.585006639647,2050.6930414471544,298.0,34.9222,2336.6101423170044,2.70222,330.8240230404025,,,,227.99770747820423,,,,,0.031576623114778234,415.0752914285714,,,,,,2980.0,1.0,7.981088936521063,,,,2.70222,,,,GeoB1504-1,,,R,,10.1016/j.epsl.2007.03.025,2.2880000000000003,31.287,0-1,Yu2007,,,C. wuellerstorfi
78,81,350.06869456008,64.70726372563429,414.77595828571435,18.689661017204415,110.20230417528828,2179.585006639647,2050.6930414471544,298.0,34.9222,2336.6101423170044,2.70222,330.8240230404025,,,,227.83218768155655,,,,,0.031576623114778234,415.0752914285714,,,,,,2980.0,1.0,7.981088936521063,,,,2.70222,,,,GeoB1504-1,,,O,,10.1016/j.epsl.2007.03.025,2.2880000000000003,31.287,0-1,Yu2007,,,C. wuellerstorfi
79,82,350.06869456008,64.70726372563429,414.77595828571435,18.689661017204415,110.20230417528828,2179.585006639647,2050.6930414471544,298.0,34.9222,2336.6101423170044,2.70222,330.8240230404025,,,,209.48920515404285,,,,,0.031576623114778234,415.0752914285714,,,,,,2980.0,1.0,7.981088936521063,,,,2.70222,,,,GeoB1504-1,,,O,,10.1016/j.epsl.2007.03.025,2.2880000000000003,31.287,0-1,Yu2007,,,C. wuellerstorfi
80,83,349.89526178785036,64.76192506929247,414.65718685714285,18.775353446034085,108.4351672265981,2179.799879665283,2052.5893589926504,329.1,34.9122,2335.006305898484,2.53781,330.2879883773056,,,,211.1249970764974,,,,,0.03157410019753072,414.95643428571435,,,,,,3291.0,1.0,7.967128417181473,,,,2.53781,,,,GeoB1523-2,,,O,,10.1016/j.epsl.2007.03.025,3.815,41.622,0-1,Yu2007,,,C. wuellerstorfi
81,84,349.89526178785036,64.76192506929247,414.65718685714285,18.775353446034085,108.4351672265981,2179.799879665283,2052.5893589926504,329.1,34.9122,2335.006305898484,2.53781,330.2879883773056,,,,224.51598191708337,,,,,0.03157410019753072,414.95643428571435,,,,,,3291.0,1.0,7.967128417181473,,,,2.53781,,,,GeoB1523-2,,,O,,10.1016/j.epsl.2007.03.025,3.815,41.622,0-1,Yu2007,,,C. wuellerstorfi
82,85,349.24447485275795,65.25949686152785,414.50397171428574,18.68997587170364,107.65320096653384,2179.319845029333,2052.976668191094,358.4,34.8993,2334.3167444185087,2.41487,327.2520895122505,,,,207.8209754664232,,,,,0.031810684443756614,414.80310857142854,,,,,,3584.0,1.0,7.9571996764065345,,,,2.41487,,,,GeoB4415-2,,,O,,10.1016/j.epsl.2007.03.025,5.853,44.978,0-1,Yu2007,,,C. wuellerstorfi
83,86,350.92672135139856,63.5701240771729,414.4968454285714,19.327416591610547,103.63588834719073,2176.9299465803047,2053.966641641504,370.9,34.8987,2325.5492928418084,2.33521,337.4033549623875,,,,196.39944190971084,,,,,0.03097226591281471,414.7959771428571,,,,,,3709.0,1.0,7.938027641464317,,,,2.33521,,,,GeoB4406-2,,,O,,10.1016/j.epsl.2007.03.025,5.09,43.762,0-1,Yu2007,,,C. wuellerstorfi
84,87,350.92672135139856,63.5701240771729,414.4968454285714,19.327416591610547,103.63588834719073,2176.9299465803047,2053.966641641504,370.9,34.8987,2325.5492928418084,2.33521,337.4033549623875,,,,206.55032164452808,,,,,0.03097226591281471,414.7959771428571,,,,,,3709.0,1.0,7.938027641464317,,,,2.33521,,,,GeoB4406-2,,,O,,10.1016/j.epsl.2007.03.025,5.09,43.762,0-1,Yu2007,,,C. wuellerstorfi
85,88,347.3050561789971,67.1062738210029,414.41132999999996,18.16263982447131,109.22104071607669,2179.6430494767565,2052.2593689362093,390.3,34.8915,2338.5868992831383,2.24967,316.03980534443326,,,,211.36766600496009,,,,,0.03272232726019767,414.71040000000005,,,,,,3903.0,1.0,7.956783943437422,,,,2.24967,,,,GeoB4416-2,,,O,,10.1016/j.epsl.2007.03.025,5.675,45.088,0-1,Yu2007,,,C. wuellerstorfi
86,89,350.4053542108741,62.81707378912598,413.222428,20.22230680837239,99.4547478914545,2220.5077984005843,2100.830743700757,450.3,34.7914,2363.213916476468,1.44429,341.12284328483065,,,,187.43938615993144,,,,,0.02992264248054588,413.52064000000007,,,,,,4503.0,1.0,7.902331142598508,,,,1.44429,,,,GeoB4403-1,,,O,,10.1016/j.epsl.2007.03.025,6.1339999999999995,43.441,0-1,Yu2007,,,C. wuellerstorfi
87,90,350.4053542108741,62.81707378912598,413.222428,20.22230680837239,99.4547478914545,2220.5077984005843,2100.830743700757,450.3,34.7914,2363.213916476468,1.44429,341.12284328483065,,,,172.380890751147,,,,,0.02992264248054588,413.52064000000007,,,,,,4503.0,1.0,7.902331142598508,,,,1.44429,,,,GeoB4403-1,,,O,,10.1016/j.epsl.2007.03.025,6.1339999999999995,43.441,0-1,Yu2007,,,C. wuellerstorfi
88,91,351.70067893787115,63.25462420498597,414.9553031428572,19.09650257049416,108.39494742947883,2173.205115146517,2045.713665146544,276.3,34.9373,2326.557456330009,2.83912,339.7833443707425,,,,222.62444601405997,,,,,0.030942880481812582,415.25476571428567,,,,,,2763.0,1.0,7.9790428913476035,,,,2.83912,,,,GeoB4420-1,,,O,,10.1016/j.epsl.2007.03.025,16.472,46.463,0-1,Yu2007,,,C. wuellerstorfi
89,92,351.70067893787115,63.25462420498597,414.9553031428572,19.09650257049416,108.39494742947883,2173.205115146517,2045.713665146544,276.3,34.9373,2326.557456330009,2.83912,339.7833443707425,,,,226.6542790659457,,,,,0.030942880481812582,415.25476571428567,,,,,,2763.0,1.0,7.9790428913476035,,,,2.83912,,,,GeoB4420-1,,,O,,10.1016/j.epsl.2007.03.025,16.472,46.463,0-1,Yu2007,,,C. wuellerstorfi
90,93,351.70067893787115,63.25462420498597,414.9553031428572,19.09650257049416,108.39494742947883,2173.205115146517,2045.713665146544,276.3,34.9373,2326.557456330009,2.83912,339.7833443707425,,,,215.68217012977763,,,,,0.030942880481812582,415.25476571428567,,,,,,2763.0,1.0,7.9790428913476035,,,,2.83912,,,,GeoB4420-1,,,O,,10.1016/j.epsl.2007.03.025,16.472,46.463,0-1,Yu2007,,,C. wuellerstorfi
91,94,352.1737539244025,62.58795178988329,414.76170571428565,19.604160211282462,105.32150872586156,2186.464903292952,2061.5392343558074,317.6,34.921,2335.531883126081,2.62288,345.98362576466894,,,,230.96478706541808,,,,,0.030381725878125824,415.06102857142855,,,,,,3176.0,1.0,7.954534972223038,,,,2.62288,,,,GeoB4421-2,,,R,,10.1016/j.epsl.2007.03.025,16.99,46.01,0-1,Yu2007,,,C. wuellerstorfi
92,95,352.1737539244025,62.58795178988329,414.76170571428565,19.604160211282462,105.32150872586156,2186.464903292952,2061.5392343558074,317.6,34.921,2335.531883126081,2.62288,345.98362576466894,,,,228.9267179516248,,,,,0.030381725878125824,415.06102857142855,,,,,,3176.0,1.0,7.954534972223038,,,,2.62288,,,,GeoB4421-2,,,O,,10.1016/j.epsl.2007.03.025,16.99,46.01,0-1,Yu2007,,,C. wuellerstorfi
93,96,352.1737539244025,62.58795178988329,414.76170571428565,19.604160211282462,105.32150872586156,2186.464903292952,2061.5392343558074,317.6,34.921,2335.531883126081,2.62288,345.98362576466894,,,,224.09656938079814,,,,,0.030381725878125824,415.06102857142855,,,,,,3176.0,1.0,7.954534972223038,,,,2.62288,,,,GeoB4421-2,,,O,,10.1016/j.epsl.2007.03.025,16.99,46.01,0-1,Yu2007,,,C. wuellerstorfi
94,97,350.48415588376884,63.54473011623117,414.028886,19.948023899379173,99.2982693548378,2203.243451741609,2083.997158487393,477.9,34.8593,2346.830137770036,2.1023400000000003,345.12268843808374,,,,177.55617759357347,,,,,0.03051375979803,414.32768,,,,,,4779.0,1.0,7.884651497343499,,,,2.1023400000000003,,,,GeoB4424-2,,,O,,10.1016/j.epsl.2007.03.025,18.195,44.018,0-1,Yu2007,,,C. wuellerstorfi
95,98,350.48415588376884,63.54473011623117,414.028886,19.948023899379173,99.2982693548378,2203.243451741609,2083.997158487393,477.9,34.8593,2346.830137770036,2.1023400000000003,345.12268843808374,,,,185.04682521858888,,,,,0.03051375979803,414.32768,,,,,,4779.0,1.0,7.884651497343499,,,,2.1023400000000003,,,,GeoB4424-2,,,O,,10.1016/j.epsl.2007.03.025,18.195,44.018,0-1,Yu2007,,,C. wuellerstorfi
96,99,346.58933417355735,67.95620754072833,414.54554171428566,17.510417199498132,111.82127828923024,2152.9661656627995,2023.6344701740713,344.8,34.9028,2316.036213171038,2.17577,303.8662928765499,,,,200.6086537838629,,,,,0.033605500791020815,414.84470857142855,,,,,,3448.0,1.0,7.988218025960923,,,,2.17577,,,,HU91-045-093,,,O,,10.1016/j.epsl.2007.03.025,50.204665999999996,45.685833,32-34,Yu2007,,,C. wuellerstorfi
97,100,347.85417568836533,66.80894974020616,414.66312542857145,18.347071622092248,111.22214252356865,2198.004867109446,2068.4356529637853,365.6,34.9127,2358.4891892026158,2.5178700000000003,322.5143052929988,,,,218.21209283332942,,,,,0.03232257379889979,414.96237714285724,,,,,,3656.0,1.0,7.963988655775244,,,,2.5178700000000003,,,,OMEX 12B,,,O,,10.1016/j.epsl.2007.03.025,48.9988,13.2087,0-1,Yu2007,,,C. wuellerstorfi
98,101,349.16106735089545,65.38447436339027,414.54554171428566,19.13203179407403,105.22665798220949,2203.2567580065866,2078.898068230303,433.5,34.9028,2355.490582846193,2.5049900000000003,336.13100203170444,,,,184.72908589585967,,,,,0.031474203404707184,414.84470857142855,,,,,,4335.0,1.0,7.917237266057768,,,,2.5049900000000003,,,,OMEX 14B,,,O,,10.1016/j.epsl.2007.03.025,48.588,13.3395,0-1,Yu2007,,,C. wuellerstorfi
99,104,358.38095436578016,54.22623763421998,412.60719200000017,24.222084264928647,86.5794443664552,2248.654569352671,2137.853040721287,415.6,34.7396,2365.783545711614,1.1360299999999999,403.69111157952057,,,,170.00148159565526,,,,,0.025383115809096298,412.90496000000013,,,,,,4156.0,1.0,7.851104508908013,,,,1.1360299999999999,,,,WIND 1B,,,O,,10.1016/j.epsl.2007.03.025,-35.12183333333333,-35.53533333333333,core-top,Yu2007,,,C. wuellerstorfi
100,105,360.6113127680584,51.7298312319416,412.341144,25.46011054890112,84.26985294859816,2256.2095466339692,2146.47958313647,373.1,34.7172,2367.2764082687704,1.1557600000000001,424.587774711837,,,,170.42361364191063,169.00078795676956,171.84643932705168,,,0.024117240027613927,412.63872000000003,,,,,,3731.0,2.0,7.850625808403559,,,,1.1557600000000001,,,,WIND 3B,,,R,,10.1016/j.epsl.2007.03.025,-32.64416666666666,-48.494,core-top,Yu2007,,,C. wuellerstorfi
101,106,360.1116923005535,52.33990912801797,412.45160142857145,25.134255365124716,85.7853351044291,2259.3382002199514,2148.4186097503975,368.4,34.7265,2372.8694631609546,1.25637,420.7913935988673,,,,172.86345376573612,171.02243920220315,172.80909804575413,174.75882404925102,,0.02437964429127969,412.74925714285723,,,,,,3684.0,3.0,7.857583233160478,,,,1.25637,,,,WIND 5B,,,R,,10.1016/j.epsl.2007.03.025,-31.569000000000003,-47.56916666666667,core-top,Yu2007,,,C. wuellerstorfi
102,107,360.1116923005535,52.33990912801797,412.45160142857145,25.134255365124716,85.7853351044291,2259.3382002199514,2148.4186097503975,368.4,34.7265,2372.8694631609546,1.25637,420.7913935988673,,,,176.8589198643013,,,,,0.02437964429127969,412.74925714285723,,,,,,3684.0,1.0,7.857583233160478,,,,1.25637,,,,WIND 5B,,,O,,10.1016/j.epsl.2007.03.025,-31.569000000000003,-47.56916666666667,core-top,Yu2007,,,C. wuellerstorfi
103,108,360.51776548071024,51.793685662147,412.3114511428572,25.658078766301546,82.6299282188758,2259.04836618901,2150.7603592038326,415.0,34.7147,2368.327331179601,1.06382,426.3799933188614,,,,144.7416955596576,147.20153542029146,142.28185569902382,,,0.024098948825878184,412.6090057142857,,,,,,4150.0,2.0,7.829897111120262,,,,1.06382,,,,WIND 6B,,,R,,10.1016/j.epsl.2007.03.025,-31.27333333333333,-47.56433333333333,core-top,Yu2007,,,C. wuellerstorfi
104,109,360.51776548071024,51.793685662147,412.3114511428572,25.658078766301546,82.6299282188758,2259.04836618901,2150.7603592038326,415.0,34.7147,2368.327331179601,1.06382,426.3799933188614,,,,147.20356499573435,,,,,0.024098948825878184,412.6090057142857,,,,,,4150.0,1.0,7.829897111120262,,,,1.06382,,,,WIND 6B,,,O,,10.1016/j.epsl.2007.03.025,-31.27333333333333,-47.56433333333333,core-top,Yu2007,,,C. wuellerstorfi
105,110,362.6287477654709,50.02951594881487,412.6582637142857,26.19647590249053,85.87744728360104,2265.8799075363127,2153.8059843502215,287.1,34.7439,2376.149134675069,1.86463,448.8729386286008,,,,197.62789611130097,195.3730285292309,201.54693357454343,195.96372623012843,,0.02324518611598032,412.95606857142855,,,,,,2871.0,3.0,7.871161256337958,,,,1.86463,,,,WIND 10B,,,R,,10.1016/j.epsl.2007.03.025,-29.12483333333333,-47.549,core-top,Yu2007,,,C. wuellerstorfi
106,111,362.1792252599044,50.058587597238514,412.23781285714284,26.7644800977558,79.46042020360471,2263.055148226522,2156.830247925161,419.6,34.7085,2366.2987708500673,1.0004899999999999,443.67147991702683,,,,151.65149054153008,,,,,0.023226080791851,412.5353142857143,,,,,,4196.0,1.0,7.811420321231135,,,,1.0004899999999999,,,,WIND 12B,,,R,,10.1016/j.epsl.2007.03.025,-25.8465,-47.92283333333334,core-top,Yu2007,,,C. wuellerstorfi
107,112,361.58315516672064,50.70454169042222,412.28769685714286,26.37646601047585,81.48785342333288,2269.033360989337,2161.169041555528,406.5,34.7127,2375.355316413332,1.14767,439.72155637581665,,,,152.43641118352008,,,,,0.023478558538733214,412.58523428571436,,,,,,4065.0,1.0,7.822954059656085,,,,1.14767,,,,WIND 13B,,,R,,10.1016/j.epsl.2007.03.025,-23.938666666666666,-48.9985,core-top,Yu2007,,,C. wuellerstorfi
108,113,361.5384899700222,50.860852029977856,412.3993420000001,26.363965034304066,83.53469963233047,2284.8990743770137,2175.00040971038,383.8,34.7221,2393.4553077353266,1.4103700000000001,443.96649590869606,,,,171.8710088309431,,,,,0.02340117122356999,412.69696,,,,,,3838.0,1.0,7.833321247364013,,,,1.4103700000000001,,,,WIND 22B,,,R,,10.1016/j.epsl.2007.03.025,-13.614166666666666,-51.18966666666667,core-top,Yu2007,,,C. wuellerstorfi
109,114,361.99794408000184,50.353889348569595,412.3518334285714,26.67005770935883,81.8966202756399,2280.894951541793,2172.3282735567946,393.5,34.7181,2386.9839909825573,1.23494,446.1157953712044,,,,162.36387699965906,,,,,0.0231964151408498,412.6494171428572,,,,,,3935.0,1.0,7.8253415151892725,,,,1.23494,,,,WIND 25B,,,O,,10.1016/j.epsl.2007.03.025,-11.802333333333333,-50.57383333333333,core-top,Yu2007,,,C. wuellerstorfi
110,115,359.7157291080253,52.56127832054613,412.2770074285714,25.340350228220462,84.45315234340228,2270.3045116817834,2160.51100911016,414.7,34.7118,2382.502199340577,1.08295,421.4013167737672,,,,152.9269657633224,,,,,0.02434572664599653,412.57453714285714,,,,,,4147.0,1.0,7.83720206074475,,,,1.08295,,,,WIND 28B,,,O,,10.1016/j.epsl.2007.03.025,-10.1555,-51.77033333333333,core-top,Yu2007,,,C. wuellerstorfi
111,116,363.88992981913276,48.58780132372468,412.4777311428573,27.781785430378648,81.23956270828019,2295.9744749594684,2186.9531268208093,352.0,34.72870000000001,2398.531327887022,1.57981,470.8852045453075,,,,184.3292193833009,183.5027778322298,185.70409594396358,183.7807843737093,,0.022233154105664833,412.7754057142858,,,,,,3520.0,3.0,7.825625711276832,,,,1.57981,,,,WIND 33B,,,R,,10.1016/j.epsl.2007.03.025,-11.211833333333333,-58.77066666666666,core-top,Yu2007,,,C. wuellerstorfi
112,117,365.892457490621,46.6957310808076,412.58818857142876,29.785962820179137,81.55329090278893,2364.8181737001864,2253.478919977218,319.0,34.73800000000001,2463.7815652828604,1.7049900000000002,507.28613430797174,,,,160.03361403293462,157.82343735376915,162.24379071210006,,,0.020736573027090692,412.8859428571429,,,,,,3190.0,2.0,7.822148093153117,,,,1.7049900000000002,,,,CD145 A3200,,,R,,10.1016/j.epsl.2007.03.025,19.9995,-65.584,core-top,Yu2007,,,C. wuellerstorfi
113,118,365.892457490621,46.6957310808076,412.58818857142876,29.785962820179137,81.55329090278893,2364.8181737001864,2253.478919977218,319.0,34.73800000000001,2463.7815652828604,1.7049900000000002,507.28613430797174,,,,174.5833687121056,,,,,0.020736573027090692,412.8859428571429,,,,,,3190.0,1.0,7.822148093153117,,,,1.7049900000000002,,,,CD145 A3200,,,O,,10.1016/j.epsl.2007.03.025,19.9995,-65.584,core-top,Yu2007,,,C. wuellerstorfi
114,119,361.97229267378333,50.634899326216726,412.60719200000017,25.756578082334627,85.47580928947276,2253.4536692845913,2142.2212819127835,303.6,34.7396,2364.353991766549,1.5009700000000001,435.2815541781888,,,,196.8109850484926,,,,,0.02365369145511718,412.90496000000013,,,,,,3036.0,1.0,7.872803434671147,,,,1.5009700000000001,,,,E49-19,,,O,,10.1016/j.epsl.2007.03.025,-43.52,-90.06,6-8,Yu2007,,,C. wuellerstorfi
115,120,360.15540713608453,52.16910886391554,412.324516,25.64170388679303,86.0948733655316,2291.542703683975,2179.8061264316502,381.0,34.7158,2404.6973326075213,1.19461,428.2480855930104,,,,171.2112092234849,,,,,0.02395018407149914,412.62208,,,,,,3810.0,1.0,7.850141488529411,,,,1.19461,,,,RC14-33,,,O,,10.1016/j.epsl.2007.03.025,-2.4,-90.0,core-top,Yu2007,,,C. wuellerstorfi
