,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,metadata,metadata,metadata,metadata,metadata,metadata,metadata
,BO3,BO4,BT,CO2,CO3,DIC,HCO3,P_in,S_in,TA,T_in,pCO2,B/Ca,DIC,TA,TP,TS,depth_m,sal,temp_C,temp_C_MgCa,temp_C_d18O,core_depth_m,doi,lat,lon,shortref,site_info,species
20,336.86014927552674,77.31363786733034,414.1737871428571,13.922626001615825,169.30345083367652,2078.5557,1895.3296231647075,11.75,34.8715,2315.4300000000003,16.281,387.30684920020195,40.0285908421097,2078.5557,2315.43,0.957,5.69,117.5,34.8715,16.281,16.5883426704238,12.6549347770524,2480.0,10.1016/j.epsl.2017.03.007,-20.878,-81.499,Krupinski2017,"RR9702A-60MC4, 2-4",G. bulloides
21,345.69752404208987,69.79462595791027,415.49215000000004,16.184845117476737,152.57466644679116,2110.4665,1941.7069884357318,7.5,34.9825,2321.0299999999997,15.97,446.38210129467797,44.4662803792734,2110.4665,2321.03,1.55,12.465,75.0,34.9825,15.97,16.2983483019499,16.7141919999269,2930.0,10.1016/j.epsl.2017.03.007,-17.035,-78.109,Krupinski2017,"RR9702A-64MC7, 2-4",G. bulloides
22,333.0920183887679,64.40329089694636,397.49530928571426,16.07136519004242,135.18388777008155,2043.8333333333303,1892.5780803732064,1.77688333333333,33.46725,2230.485,12.1727833333333,391.0418611760544,28.6921187032352,2043.83333333333,2230.485,1.08169133395438,9.90846769017429,17.7688333333333,33.46725,12.1727833333333,13.8304148603332,14.0609021157195,585.8,10.1016/j.epsl.2017.03.007,34.280783,-120.0378,Krupinski2017,SPR0901-10BC,G. bulloides
23,329.9539884931718,70.66204007825675,400.61602857142856,14.518720582842697,151.06106813769105,2048.53333333333,1882.9535446127963,1.81666666666667,33.73,2258.7333333333304,13.2666666666667,366.19684713520246,35.3907901403116,2048.53333333333,2258.73333333333,0.58,11.0966666666667,18.1666666666667,33.73,13.2666666666667,16.7072542036297,13.6194656106247,826.6,10.1016/j.epsl.2017.03.007,33.79932,-118.646781,Krupinski2017,"T785PC68, 0-4",G. bulloides
24,322.6588490443852,62.16057952704342,384.81942857142855,15.603143612867932,127.59548490268567,1997.1666666666702,1853.9680381511162,1.52,32.4,2173.76666666667,10.0,351.6657310371297,23.504989097934,1997.16666666667,2173.76666666667,0.72,7.50333333333333,15.2,32.4,10.0,7.42349919878477,7.55722840422131,2660.0,10.1016/j.epsl.2017.03.007,47.788,-127.69,Krupinski2017,"TTN116-25TC, 2-4",G. bulloides
25,322.0331410648823,62.31120179226056,384.34434285714286,15.502042657767552,127.82531373831381,1993.2333333333297,1849.9059769372482,2.02666666666667,32.36,2170.33333333333,10.0333333333333,349.6916342829341,33.9824216339506,1993.23333333333,2170.33333333333,0.726666666666667,7.40666666666667,20.2666666666667,32.36,10.0333333333333,6.69568679937492,5.94167483661863,2591.0,10.1016/j.epsl.2017.03.007,47.921,-128.574,Krupinski2017,"TTN116-61TC, 0-2",G. bulloides
26,325.08728243510564,90.00935870775145,415.0966411428571,11.025538025678609,199.3265415021984,1989.8376,1779.4855204721232,3.56,34.9492,2274.2900000000145,19.6176,337.678226496078,50.8796550820131,1989.8376,2274.29,1.2328,11.294,35.6,34.9492,19.6176,19.7693015489642,16.8380626142808,712.0,10.1016/j.epsl.2017.03.007,-1.0,-89.35,Krupinski2017,"V21-29, 5",G. bulloides
27,324.76260745130537,90.2342656915518,414.99687314285717,10.990655744707894,200.2262013808256,1989.7487,1778.531842874467,3.44,34.9408,2275.4100000000135,19.7724,338.0464298935785,45.6876094786914,1989.7487,2275.41,1.2172,11.126,34.4,34.9408,19.7724,19.818756861287,20.31441844405,617.0,10.1016/j.epsl.2017.03.007,-1.2,-89.7,Krupinski2017,"V21-30A, 0-2",G. bulloides
28,327.29154291001305,94.24013423284408,421.5316771428571,11.178427262880223,222.89861872516295,2014.9999999999998,1780.9229540119566,12.53,35.491,2329.4999999999973,26.59,411.922061064719,60.1238841433065,2015.0,2329.5,0.72,2.44,125.3,35.491,26.59,18.7184201542984,17.2964197940598,2992.0,10.1016/j.epsl.2017.03.007,-5.5,166.75,Krupinski2017,"V28-230, 1-3.5",G. bulloides
29,334.51383391548825,81.82990722736895,416.34374114285714,12.89938322796308,181.0699206627427,2044.2293,1850.2599961092942,5.0,35.0542,2299.74,18.476,382.8015817887737,44.751292477894,2044.2293,2299.74,1.462,13.908,50.0,35.0542,18.476,18.6567020273612,17.3239924079782,3535.0,10.1016/j.epsl.2017.03.007,-3.01,-95.07,Krupinski2017,"VNTR01-12GC, 7-9",G. bulloides
