Sample,Date,Time,6Li,7Li,7Li/6Li,Beta,6Li_SE,7Li_SE,7Li/6Li_SE,Beta_SE,Run
Blank,01/10/18,15:09:48,0.001124007137144,0.007721548831374,6.87579495484613,3.71206676941482,3.30599977582243E-06,2.90705100113205E-05,0.01206692392964,0.011404554501411,1
6Li ext std,01/10/18,15:12:30,0.017590511350334,0.247046942103034,14.0431251427275,-0.92719309347224,2.86903179965593E-05,0.000422378410728,0.001435181792106,0.00066387661721,1
Wash,01/10/18,15:17:24,0.001122895691725,0.007786703630355,6.93458215910485,3.65667605076067,3.65181407919086E-06,2.53976290353537E-05,0.008597642202436,0.00804897579151,1
Blank,01/10/18,15:20:24,0.001116985461091,0.007705921364452,6.89889061019061,3.69024422542699,4.07341456896747E-06,2.99230047532348E-05,0.010444360679026,0.009839647095829,1
L-SVEC,01/10/18,15:23:06,0.017122056193932,0.242017507266235,14.1339436697692,-0.969069410185162,3.33783731389209E-05,0.000480232186424,0.001343921909404,0.000617671417975,1
Wash,01/10/18,15:27:55,0.00113273581972,0.007932066128792,7.01235490154989,3.5843310109613,3.27795898002317E-06,2.88050077404436E-05,0.012951168316179,0.012026584636486,1
Blank,01/10/18,15:30:56,0.001118543393833,0.007798288464447,6.97976646256897,3.61458294762232,4.17562550697443E-06,3.13839790900209E-05,0.012656000364861,0.011771758996119,1
Blank,01/10/18,16:45:01,0.001099404242545,0.007989751558438,7.27529027653873,3.34514648225323,3.86512517954637E-06,3.27092893814005E-05,0.011283958921818,0.010059647325872,1
L-SVEC,01/10/18,16:47:43,0.0181440119236,0.257490806041526,14.1905852607613,-0.995050820417844,1.94317093503592E-05,0.000293426931084,0.001214049826134,0.000555746476168,1
Wash,01/10/18,16:52:33,0.001100450693526,0.008044356554538,7.3037301933393,3.31978447725458,3.27721508464003E-06,3.07923959814276E-05,0.010593881563588,0.009426817934237,1
Blank,01/10/18,16:55:33,0.001084240631412,0.007901153151069,7.28721529517086,3.33452815746603,3.69030522492764E-06,3.04499758246934E-05,0.011760311187846,0.010509447333805,1
1.1,01/10/18,16:58:15,0.049884622574998,0.250033542239703,5.01244504483732,5.76521798964861,9.42893289461246E-05,0.000464288301995,0.000296142585663,0.000383801852564,1
Wash,01/10/18,17:03:08,0.001138159340329,0.007993301331083,7.02294752007669,3.57444503258023,4.58945673593379E-06,3.48030065362271E-05,0.009780131671673,0.009039992872346,1
Blank,01/10/18,17:06:10,0.001118936249817,0.007887850978361,7.05645417013926,3.54354542927959,4.09991513044181E-06,3.66323797565836E-05,0.010896009990606,0.010043625579804,1
L-SVEC,01/10/18,17:08:51,0.017768880340269,0.251477138073641,14.1533833593387,-0.977997762432883,2.70955575382792E-05,0.000389736932507,0.001596890215647,0.000732991612985,1
Wash,01/10/18,17:13:41,0.001111371979499,0.007916823865069,7.1295753305092,3.47650178281393,4.19224265174814E-06,3.19439244555148E-05,0.007507729818627,0.006846956509345,1
Blank,01/10/18,17:16:42,0.001094079835529,0.007759340194356,7.09947386880547,3.50405728656524,3.77903944891326E-06,3.41735614309501E-05,0.010782937024523,0.009883006991765,1
1.1,01/10/18,17:19:23,0.05107946459869,0.255769447654605,5.00736257005905,5.77180814846857,8.33938771175785E-05,0.000409560520392,0.000230024083059,0.000298387422406,1
Wash,01/10/18,17:24:16,0.001165344243977,0.008144884615848,6.99583563672943,3.59963907371982,4.02402409322915E-06,3.8600748991572E-05,0.012495653531567,0.0116164591267,1
Blank,01/10/18,17:27:18,0.001127919688329,0.00778061244903,6.90828518379447,3.68133294355819,4.10525768033612E-06,3.53571529535131E-05,0.00779541882975,0.0073378959363,1
L-SVEC,01/10/18,17:29:59,0.01739414742182,0.245616738698223,14.1211711519325,-0.963196668351237,1.37157328224907E-05,0.00018587843285,0.000933466914624,0.000429426843158,1
Wash,01/10/18,17:34:49,0.001151113428561,0.00820615243381,7.12318762507888,3.4823668753073,4.16903460612014E-06,3.22219741526856E-05,0.009655911596017,0.008790825247665,1
Blank,01/10/18,17:37:52,0.001122001995259,0.007826970867062,6.97120287859797,3.62243225783383,4.76052523474631E-06,3.61673131464776E-05,0.007422079471241,0.006913112465258,1
2.1,01/10/18,17:40:34,0.052868922102028,0.261484238632442,4.94618885219195,5.85165913989335,0.000110313519531,0.000535565679777,0.00031132328118,0.000408917352144,1
Wash,01/10/18,17:45:28,0.001179655726468,0.008093123411994,6.86153836273246,3.7254869645015,4.67728289171401E-06,3.47532641669552E-05,0.009976004276181,0.009456235394223,1
Blank,01/10/18,17:48:30,0.001148890988759,0.007753341432582,6.74804662143646,3.83390219345581,4.32971328142236E-06,3.85466498252648E-05,0.011678318666036,0.01125851389894,1
L-SVEC,01/10/18,17:51:11,0.017476786571609,0.246527186231669,14.1052349532646,-0.955861044310423,1.02526603767805E-05,0.000154421388816,0.001340656609242,0.00061740530741,1
Wash,01/10/18,17:56:00,0.001185245533101,0.008305110409353,7.01363448525365,3.58307596070183,4.20690017660326E-06,3.30306705657985E-05,0.010476517163147,0.009695063366196,1
Blank,01/10/18,17:59:03,0.0011487640399,0.00791359540631,6.89558942438898,3.69331798298372,4.74205691670714E-06,3.76848546622851E-05,0.009284728039124,0.008751693234666,1
2.1,01/10/18,18:01:44,0.049636445713597,0.245510913553328,4.94618589135034,5.851663008326,9.39576894067322E-05,0.000461078026513,0.000294171247924,0.000386369590014,1
Wash,01/10/18,18:06:38,0.001217069443441,0.008266816517482,6.79728392034385,3.78661055730666,4.58961364268864E-06,3.7147519839552E-05,0.009770708751128,0.009344779237427,1
Blank,01/10/18,18:09:40,0.001173235118143,0.007812559140592,6.66493279179415,3.914505725762,7.99817644231665E-06,6.79869739049177E-05,0.014582941652985,0.01423248711997,1
L-SVEC,01/10/18,18:12:21,0.018018344419337,0.254068531061095,14.0986524794222,-0.9528288995525,2.79314516153204E-05,0.000398606328518,0.001240136963249,0.000571289075342,1
Wash,01/10/18,18:17:10,0.001203403564534,0.008301703613665,6.89830300067702,3.69073833522439,5.38910995614702E-06,3.65441121574866E-05,0.008410606714936,0.007937427855892,1
Blank,01/10/18,18:20:13,0.001168808523335,0.007935851637059,6.79718255746332,3.78674084546057,4.78650404809691E-06,4.30647856954904E-05,0.011038842658798,0.010556998777449,1
3.1,01/10/18,18:22:55,0.050900416896005,0.251484640639579,4.94071182361633,5.85885645174169,0.000149815507777,0.000731757096375,0.00030150219599,0.000396437940366,1
Wash,01/10/18,18:27:50,0.001217757860658,0.008147935789486,6.70209199436238,3.87817095468057,4.63680538710082E-06,3.9046900346683E-05,0.007169061273756,0.006959353791103,1
Blank,01/10/18,18:30:51,0.001210637602434,0.007990820296309,6.60680012015251,3.97129772663192,4.53720258154013E-06,4.05766469876722E-05,0.011024871386567,0.01085821875664,1
L-SVEC,01/10/18,18:33:31,0.017475094164632,0.245678695793093,14.0573396853287,-0.933765050128473,2.3021455409566E-05,0.000339357112924,0.00159498281132,0.000736902911089,1
Wash,01/10/18,18:38:20,0.001240224746116,0.008504293822709,6.85683096926294,3.7299827240835,4.34584306689337E-06,3.61822053523319E-05,0.010844423344333,0.010276299299249,1
Blank,01/10/18,18:41:23,0.001200454667513,0.008050597238465,6.7123635536578,3.86831087139661,4.57006695978226E-06,3.77997062742884E-05,0.010810579509896,0.010457986618074,1
3.1,01/10/18,18:44:04,0.053392446533777,0.263688882507942,4.93902745288846,5.86107135144342,8.30805887415762E-05,0.000400286279958,0.000211244553363,0.00027783446195,1
Wash,01/10/18,18:49:00,0.001253601500187,0.00828909425319,6.60693297918294,3.96631616890137,5.04567027581656E-06,4.08685994625539E-05,0.009686388252722,0.010232096128322,1
Blank,01/10/18,18:52:02,0.00123043552638,0.008018173825647,6.52230572184153,4.05491165882825,5.35051525189469E-06,4.10848641937184E-05,0.01084978585616,0.010804379018128,1
L-SVEC,01/10/18,18:54:43,0.01761231969756,0.247359238674524,14.0454555255337,-0.928270819643768,2.02310912816497E-05,0.000304051219296,0.001600174811832,0.000740042294822,1
Wash,01/10/18,18:59:31,0.001277134739737,0.008666392267512,6.785687872624,3.79777930215245,4.35384830767817E-06,3.52525032359144E-05,0.012151090504401,0.011631139562352,1
Blank,01/10/18,19:02:34,0.001239227946285,0.008245828581289,6.65370626272707,3.9253861457784,4.64043961684783E-06,3.86696463269423E-05,0.012245716331525,0.011968082124926,1
4.1,01/10/18,19:05:15,0.051191363888691,0.256833139912767,5.01699623649449,5.75932225000884,0.00010327448008,0.00051331307824,0.000275300333123,0.000356465787064,1
Wash,01/10/18,19:10:10,0.00128439999714,0.008454139870649,6.58892101754184,3.9888183308512,4.58554729884795E-06,3.85965432806561E-05,0.007721944154206,0.007607700737268,1
Blank,01/10/18,19:13:11,0.001253836913686,0.008088552904885,6.45640121321436,4.12088022719565,4.7191115161956E-06,3.98160381469242E-05,0.010553793666994,0.010609228821052,1
L-SVEC,01/10/18,19:15:53,0.018261355671077,0.256754211914871,14.0577159950458,-0.93393898227933,3.21906462766468E-05,0.000477654050228,0.001601177568639,0.000739864613101,1
Wash,01/10/18,19:20:42,0.001275738029412,0.008521102674627,6.6740362007435,3.90545879042784,5.41637298822597E-06,4.11420609254195E-05,0.008739994678734,0.008509128283317,1
Blank,01/10/18,19:23:44,0.001248880976844,0.008189299332715,6.56212098531064,4.01533919109392,4.84609503465285E-06,4.18769462912236E-05,0.009566978334262,0.009480442628614,1
4.1,01/10/18,19:26:25,0.051002305738482,0.255752678152393,5.01454541057233,5.76249630063257,3.43075661148776E-05,0.000169965600862,0.000179946306747,0.000233117093306,1
Wash,01/10/18,19:31:19,0.001298480700233,0.008449483762113,6.51374059037013,4.06343021129327,4.95276972842607E-06,3.9089488698062E-05,0.010214096570148,0.010193182226207,1
Blank,01/10/18,19:34:21,0.001265437396206,0.008106457026803,6.40092642635051,4.176887317334,5.38886470712731E-06,4.26802855431846E-05,0.008587173878071,0.008730504543753,1
L-SVEC,01/10/18,19:37:02,0.018184282381043,0.255320488741376,14.0407251147652,-0.926082799775217,2.38431438817444E-05,0.000335168232559,0.00138375340849,0.000640230854205,1
Wash,01/10/18,19:41:50,0.001289029810036,0.008501485608695,6.59960912555194,3.97829623669815,8.60402924817163E-06,6.37767312253513E-05,0.00804883952525,0.007941834719541,1
Blank,01/10/18,19:44:53,0.001261766604383,0.008179406902566,6.47754103344531,4.09956939893129,5.19778447789951E-06,3.87999357311645E-05,0.007607361453885,0.007618212859243,1
5.1,01/10/18,19:47:34,0.05011960300177,0.24804950868073,4.94953163069573,5.8472703469369,7.09397548950402E-05,0.000330319231848,0.000323792158875,0.000424979957545,1
Wash,01/10/18,19:52:30,0.001321996746718,0.008520675781892,6.44096721758993,4.13635160155695,5.88894844657903E-06,4.14887725111071E-05,0.007515250261534,0.007591282932236,1
Blank,01/10/18,19:55:31,0.001289196542778,0.008181652969883,6.35029307613533,4.22847904585459,5.19349719978137E-06,4.13345166381916E-05,0.008553553782514,0.008754241688618,1
L-SVEC,01/10/18,19:58:13,0.017554544175338,0.245716068079643,13.9964354967464,-0.905558870213126,1.96571958842089E-05,0.000278359665267,0.001614156333992,0.000749250648806,1
Wash,01/10/18,20:03:02,0.001322704627666,0.008690536015464,6.57023198491848,4.00728115464162,5.31466459267649E-06,3.70651229605171E-05,0.007977268818166,0.007883760319748,1
Blank,01/10/18,20:06:04,0.001286389976298,0.008293235745431,6.44680395908718,4.13053981769306,5.69041222781848E-06,4.02384943418194E-05,0.010111996266286,0.01020147591984,1
5.1,01/10/18,20:08:44,0.052383600692066,0.259118350842669,4.94678183802286,5.850880190272,8.61295829850759E-05,0.000424844916858,0.000192784865168,0.000253165677753,1
Wash,01/10/18,20:13:40,0.001335390014152,0.008522582402494,6.38647812918416,4.1915298598843,5.88426481552701E-06,4.22189522631214E-05,0.006901070252818,0.007011695666616,1
Blank,01/10/18,20:16:42,0.001306323118334,0.008208734902587,6.29558141384585,4.28468825904287,5.71840668522344E-06,4.44046855674303E-05,0.008648911941314,0.008936088318723,1
L-SVEC,01/10/18,20:19:22,0.01771976678422,0.247983919688012,13.991754693592,-0.903386260087484,1.75204419696281E-05,0.000267508719538,0.001422646980703,0.000660364860245,1
Wash,01/10/18,20:24:12,0.001340428275496,0.008747928360209,6.52616659306619,4.05096076646682,5.13768636129789E-06,3.54358822186266E-05,0.006165442574167,0.006140029634184,1
Blank,01/10/18,20:27:15,0.001311089872794,0.008393263484708,6.40312975033561,4.17461281458019,5.41898378260593E-06,4.2377141810967E-05,0.007039633667931,0.007138215909253,1
6.1,01/10/18,20:29:56,0.049536275495252,0.24539179467832,4.95396967059704,5.84144808351351,8.96276948307022E-05,0.000445760285234,0.000309216065034,0.000405469982655,1
Wash,01/10/18,20:34:50,0.00136972682495,0.008729376927689,6.37785825552288,4.20027853797938,5.63987248192857E-06,3.95705594201818E-05,0.005468187082015,0.005571580849913,1
Blank,01/10/18,20:37:53,0.001332694812691,0.008342458242768,6.25972459926998,4.32173887484201,6.09782192426266E-06,4.18106260519381E-05,0.005954388007878,0.006180702762873,1
L-SVEC,01/10/18,20:40:34,0.018240132889711,0.25536862456359,13.9993556337369,-0.906914183759141,2.2103675082094E-05,0.000328300459481,0.001504298494738,0.00069798509371,1
Wash,01/10/18,20:45:23,0.001360634720901,0.008830372515995,6.49742017797419,4.07964564418382,5.26971865218404E-06,3.94869197613212E-05,0.00672184337962,0.006715348188519,1
Blank,01/10/18,20:48:25,0.001334333755579,0.00848833993245,6.3648109385685,4.21360853854615,6.0309847991253E-06,4.31001859236512E-05,0.006969394176474,0.007108693510238,1
6.1,01/10/18,20:51:06,0.049148275021642,0.243438211064809,4.95328681871303,5.84234355191953,5.26762963795708E-05,0.00025997820924,0.000297923395253,0.000390724507346,1
Wash,01/10/18,20:56:01,0.001400811096393,0.008892668882767,6.34819488897458,4.23059585663234,6.1763901989199E-06,4.09052747524538E-05,0.007051817328135,0.007220403445147,1
Blank,01/10/18,20:59:03,0.001371030080287,0.008553227155178,6.24329804153797,4.33889868016886,6.76955887175897E-06,5.0881834299518E-05,0.009661175399857,0.010071362549336,1
L-SVEC,01/10/18,21:01:44,0.017899690723758,0.249910907865278,13.9607501805721,-0.888974568897452,3.01237995449351E-05,0.000434695591237,0.001986993062898,0.000924503933886,1
Wash,01/10/18,21:06:33,0.001396083573983,0.009023024660198,6.46734010532604,4.10981674719,6.82105990281167E-06,4.7540627553259E-05,0.007995037627568,0.008041287394594,1
Blank,01/10/18,21:09:36,0.001357626309197,0.008593161780776,6.34116027208473,4.23781886262601,5.06738017849597E-06,4.0175885371591E-05,0.008382444561759,0.008597125181753,1
7.1,01/10/18,21:12:17,0.051946949590752,0.257736913499114,4.96167882625259,5.83134679054387,3.34651356274701E-05,0.00017029858993,0.000256267467665,0.000335531670674,1
Wash,01/10/18,21:17:12,0.00146882891595,0.009318480577376,6.34942995845782,4.22936064820847,4.94134032274487E-06,3.99318207256133E-05,0.008492063834382,0.008698078970664,1
Blank,01/10/18,21:20:14,0.001417714890692,0.0088611613391,6.25562439692173,4.32610277389578,1.2938901261095E-05,9.20132296879316E-05,0.01027550710423,0.010653294489426,1
L-SVEC,01/10/18,21:22:55,0.017903633244911,0.249336349579707,13.925076294548,-0.872354345420374,2.20407656950343E-05,0.000332312042516,0.001479083697335,0.000689867196133,1
Wash,01/10/18,21:27:44,0.001476897898668,0.009559765965895,6.47773987857712,4.09939210591872,5.56835864083165E-06,3.80921717761842E-05,0.008575821428016,0.008608604291491,1
Blank,01/10/18,21:30:45,0.001493726917664,0.009681455518972,6.45390787254296,4.12485312028614,1.99233917968452E-05,0.000185183021714,0.034186187555958,0.034084175743202,1
7.1,01/10/18,21:33:26,0.051262724123593,0.254424312306306,4.96304069744831,5.82956386695957,0.000100587273433,0.000502410666568,0.000175829737869,0.00023015456474,1
Wash,01/10/18,21:38:21,0.001537825954953,0.009739881825543,6.34565515908674,4.23318163833205,5.44959212874424E-06,4.13854020529682E-05,0.006750154000209,0.006915410540096,1
Blank,01/10/18,21:41:23,0.001499204071096,0.009402158945809,6.27443655343931,4.30649445239991,6.12736393695449E-06,4.43221349085575E-05,0.006103231444803,0.006317155076401,1
L-SVEC,01/10/18,21:44:04,0.018079587593681,0.251494314969596,13.9093141068092,-0.864997349863791,2.08580693668896E-05,0.000309080290585,0.001163329763842,0.000543270918996,1
Wash,01/10/18,21:48:53,0.001527102410921,0.009888837913421,6.47918547473576,4.09789694624662,5.74436347954872E-06,3.96424619417247E-05,0.006396582796066,0.00641401710764,1
Blank,01/10/18,21:51:55,0.001485074124893,0.009452000133126,6.36820617854808,4.21014963543237,6.78121975122809E-06,4.85831647326454E-05,0.007238374902044,0.007383059217957,1
C1.2,01/10/18,21:54:35,0.055449422800642,0.274292186503915,4.94686093023834,5.85077639205056,0.000122088499888,0.000599441145347,0.000238905705077,0.00031372763367,1
Wash,01/10/18,21:59:30,0.001551164568122,0.009788157574134,6.30627024327086,4.27363612760527,5.64120359555525E-06,4.17345310757268E-05,0.007013179780931,0.007223964791137,1
Blank,01/10/18,22:02:32,0.001518746217041,0.009429027532049,6.20823996175671,4.37540913712936,6.42062622185867E-06,4.42913274774644E-05,0.006610420764774,0.006917993939912,1
L-SVEC,01/10/18,22:05:13,0.018569841329831,0.258510111219704,13.9230358819947,-0.871398902746041,6.90583426045118E-05,0.001022380062621,0.00335856901427,0.001566614363321,1
Wash,01/10/18,22:10:02,0.001538596915515,0.009889457304074,6.43174672062508,4.14563267464608,5.53630069455824E-06,3.96264849152456E-05,0.006216845821973,0.00628127466898,1
Blank,01/10/18,22:13:04,0.001512268629802,0.009552758433808,6.32322843622799,4.25621643429704,5.86353774446286E-06,4.37758660907042E-05,0.008188051529221,0.008410382546766,1
C1.2,01/10/18,22:15:45,0.054543895727934,0.269800274175204,4.94677668458032,5.85088703225661,5.10008394602504E-05,0.00025133588162,0.000250306406374,0.000328700278202,1
Wash,01/10/18,22:20:40,0.001566698152255,0.009836696117289,6.27380667237217,4.30717565685189,9.60589383167713E-06,6.64016516194178E-05,0.007536971133109,0.007800720078642,1
Blank,01/10/18,22:23:42,0.00155756145117,0.009674990781924,6.21645706951952,4.36687525396765,6.42691723348529E-06,4.14326949274454E-05,0.009215897420641,0.009637403741509,1
L-SVEC,01/10/18,22:26:22,0.018532600358112,0.257516431714473,13.8958015674994,-0.858683522507655,2.57999640556099E-05,0.000360193524183,0.000987953562165,0.000461880968949,1
Wash,01/10/18,22:31:11,0.001573084961393,0.010078839951314,6.41126110199832,4.16635753366618,4.1399002159188E-06,3.38103012165075E-05,0.006256924450229,0.006339520809299,1
Blank,01/10/18,22:34:13,0.001522601428758,0.009556070498598,6.2805757350861,4.30012018042721,5.62188533306202E-06,4.11651721603081E-05,0.004794146693855,0.004957140768395,1
1.2,01/10/18,22:36:53,0.058701355941314,0.295317877261335,5.03074877217833,5.74153929137747,4.40278002486694E-05,0.000216720792662,0.000209546577175,0.000270585406264,1
Wash,01/10/18,22:41:48,0.001624556473511,0.010155049755444,6.25634276996929,4.32529122220248,5.26593845904491E-06,4.16995908989286E-05,0.007844759647411,0.008137920327066,1
Blank,01/10/18,22:44:51,0.001585901371834,0.009806200936269,6.1831830063871,4.40174572809831,6.85554649385193E-06,4.77856933986028E-05,0.009122839594441,0.009591015837524,1
L-SVEC,01/10/18,22:47:32,0.018001490472601,0.249294016436856,13.8469707038524,-0.835814253800825,2.1322774502441E-05,0.000325027141564,0.001917846753179,0.00089957458821,1
Wash,01/10/18,22:52:20,0.001622661526479,0.010359627445353,6.38113218132554,4.19695611040428,6.0593978194866E-06,4.10560165970534E-05,0.006157845599989,0.006262464528584,1
Blank,01/10/18,22:55:23,0.001586255653634,0.009968887167272,6.28738077903827,4.29310403375847,6.49791994411548E-06,4.55388617975585E-05,0.005967404787846,0.00617154089065,1
1.2,01/10/18,22:58:04,0.058962935271907,0.296621713175834,5.03081186332684,5.74145792297904,0.000122226572635,0.000612039674578,0.000279038775185,0.000360314114563,1
Wash,01/10/18,23:02:58,0.001657096111772,0.010322353969099,6.23136165802264,4.35121468638848,5.9467961818617E-06,3.84752893416818E-05,0.004043740750659,0.004216996496253,1
Blank,01/10/18,23:06:00,0.001625697691985,0.009980153526904,6.13566224382802,4.45178676615559,6.42622274281445E-06,4.33623598658203E-05,0.006028178081863,0.006384019488145,1
L-SVEC,01/10/18,23:08:42,0.018553789895977,0.257259609170941,13.8643243327967,-0.843949819435183,3.02360850895517E-05,0.000452245964551,0.002297566014354,0.001076507455196,1
Wash,01/10/18,23:13:31,0.001652053101507,0.010482702827255,6.35026536201641,4.22853771468493,5.78826480661072E-06,4.11706371290827E-05,0.009678685474496,0.009936231653736,1
Blank,01/10/18,23:16:33,0.001616867763609,0.010119225335927,6.26326560301538,4.31811257929305,5.80947427038309E-06,4.54816664984008E-05,0.008082539770246,0.008385349140808,1
2.2,01/10/18,23:19:14,0.059748403855543,0.294575260343943,4.9303989836989,5.87243006323456,7.01277162739063E-05,0.000347876669387,0.000208593276174,0.000274840882371,1
Wash,01/10/18,23:24:08,0.00168145948761,0.010445498094152,6.21745814585327,4.36579660764353,8.58547295050358E-06,5.47121887550953E-05,0.007962292466826,0.008327159702814,1
Blank,01/10/18,23:27:11,0.001683180258078,0.010353761580118,6.15424083757446,4.43215055147704,8.11842930332787E-06,5.66431441322267E-05,0.006266481000114,0.006622483262551,1
L-SVEC,01/10/18,23:29:52,0.018393129219735,0.254316111003874,13.8266830693795,-0.826290377457625,2.40552176575463E-05,0.000337902948627,0.001201727995384,0.000564576114554,1
Wash,01/10/18,23:34:41,0.001689126955211,0.010670602134008,6.31306346655923,4.26665254431049,6.05605004003511E-06,4.33681331577097E-05,0.007515920079111,0.007724798394319,1
Blank,01/10/18,23:37:44,0.0016313819947,0.01012241743134,6.20866419358135,4.37497338372226,8.28198033570055E-06,5.80538555630809E-05,0.007177929730502,0.007508544675313,1
2.2,01/10/18,23:40:25,0.062186621916135,0.306560239950738,4.92985543603593,5.87314627273364,6.7616610002512E-05,0.000330110062328,0.000212799733016,0.000280412446837,1
Wash,01/10/18,23:45:20,0.001696799137286,0.010480237394362,6.17590429894737,4.40935110018226,1.11589184162544E-05,7.70670793996952E-05,0.007380032395714,0.007766659256358,1
Blank,01/10/18,23:48:21,0.001689766601207,0.010323050459607,6.11342215317168,4.47538540563047,6.06820338679121E-06,4.51182239816212E-05,0.006473095587311,0.006873863144906,1
L-SVEC,01/10/18,23:51:03,0.018116669297157,0.250020015250687,13.7974901925471,-0.812558605200935,2.74984548182821E-05,0.000438705624949,0.002378647386271,0.001119669779706,1
Wash,01/10/18,23:55:52,0.001718456289107,0.010819804651044,6.29919746418978,4.28089531457369,5.43102385190134E-06,4.05263581347017E-05,0.005313474853446,0.005483851999468,1
Blank,01/10/18,23:58:53,0.001685330903943,0.010432148742799,6.19378411874351,4.39057093878455,6.50037392881042E-06,4.94894709801914E-05,0.007587759429414,0.007966398047756,1
Blank,06/10/18,18:41:14,0.000598973517012,0.003233029087033,5.39499989416667,5.28874573404481,5.25199402377484E-06,3.89791828273306E-05,0.024829956940919,0.029998245158305,2
L-SVEC 0.3V,06/10/18,18:43:56,0.023232053978769,0.330387329977687,14.2206462410467,-1.00879772927262,3.19108664492893E-05,0.000452136872358,0.001043372655272,0.000476646724266,2
Wash,06/10/18,18:48:46,0.000643853377116,0.0036456907878,5.67237490090032,4.96239475703034,3.13451385012252E-06,2.48417400893851E-05,0.018862914733751,0.021675279798484,2
Blank,06/10/18,18:51:48,0.000633858003756,0.003548512895528,5.59726812132049,5.04924241873008,3.65630591998745E-06,2.87424765146344E-05,0.021454050191852,0.024929599239977,2
L-SVEC,06/10/18,18:54:30,0.023238344090672,0.330505288215604,14.2223794210849,-1.009589364206,3.57559140684306E-05,0.000499258945221,0.001137595617816,0.000519620216043,2
Wash,06/10/18,18:59:25,0.00065224936601,0.003759345952887,5.77047715694127,4.8506591522267,3.70322969502698E-06,2.70314806869317E-05,0.013152593216664,0.014776002795315,2
Blank,06/10/18,19:02:27,0.0006410818501,0.003669333260457,5.73399712164661,4.89211995013897,3.62764237857864E-06,2.66175520113808E-05,0.017810668946692,0.020218910263197,2
L-SVEC,06/10/18,19:05:11,0.023097092910498,0.328400233996783,14.2182494747462,-1.00770261300994,3.00855051615883E-05,0.000428744268586,0.001198197296832,0.00054738087863,2
Wash,06/10/18,19:10:02,0.000660034751383,0.003887287934418,5.90060455411168,4.70593463275105,3.47314474630417E-06,2.79293299021117E-05,0.01623330747613,0.017892177035248,2
Blank,06/10/18,19:13:07,0.000655850894093,0.003809858244435,5.80859826848208,4.80850033728567,3.60705746468259E-06,2.74318330812358E-05,0.022388211816288,0.025066216290904,2
7Li ext std,06/10/18,19:15:51,0.022445363433514,0.328482074007734,14.6347199183789,-1.19525039069077,3.10848906802887E-05,0.00045402974644,0.00075223359919,0.000333905690393,2
Wash,06/10/18,19:20:51,0.000675814641965,0.004015644644098,5.9631458635478,4.63721498611101,3.62696743661572E-06,2.93266387323855E-05,0.011737328537169,0.012832900845625,2
Blank,06/10/18,19:23:53,0.000665569235929,0.003941546032671,5.92101708368715,4.68370863861787,3.85605847281448E-06,3.10403611790079E-05,0.019223660508629,0.021108515079536,2
L-SVEC,06/10/18,19:26:35,0.023294968610525,0.33122397268857,14.2186939740456,-1.00790569783264,2.65339801005602E-05,0.00037621737906,0.001197121697777,0.000546920933308,2
Wash,06/10/18,19:31:24,0.000681505777542,0.004148591348239,6.09793608116286,4.49218801819156,4.93545568992581E-06,3.00963230954062E-05,0.015756670516359,0.016826160656933,2
Blank,06/10/18,19:34:27,0.000679953110238,0.004074218609672,5.99063250738533,4.60794243961398,3.3197396056384E-06,3.11806410550001E-05,0.021708429038222,0.023688485971318,2
7Li ext std,06/10/18,19:37:08,0.02249190080058,0.329088675738,14.6314442828927,-1.19379582050751,3.50027780107353E-05,0.000504336031749,0.001265150417592,0.000561724599388,2
Wash,06/10/18,19:42:02,0.000695521764761,0.00428419076869,6.17197094140456,4.41400550751685,3.53128564731168E-06,3.04808683201169E-05,0.019846172163694,0.020874005853324,2
Blank,06/10/18,19:45:04,0.000693859051637,0.00426857199106,6.1491514080803,4.4389943843188,4.21332188740699E-06,4.45010214648946E-05,0.030640498769436,0.032335479775061,2
L-SVEC,06/10/18,19:47:46,0.023122389752221,0.328652304924544,14.2140454477173,-1.00578176634355,1.51485648602414E-05,0.000219104246269,0.000959748156867,0.000438661889689,2
Blank,06/10/18,19:52:36,0.000726971700532,0.004741625499078,6.5340838425113,4.04327452192701,2.94100120316798E-06,1.67377294093928E-05,0.01337393416039,0.01329716325333,2
Wash,06/10/18,19:55:18,0.000698307007689,0.004318593951523,6.18345077878861,4.40193578383175,3.8845917309454E-06,3.22834703015409E-05,0.019329729216088,0.020377176700337,2
6Li ext std,06/10/18,19:58:20,0.022975977181884,0.323891873519526,14.0976372807304,-0.952361266645371,4.21909307976953E-05,0.000586270299501,0.001032383442811,0.000475687184005,2
Wash,06/10/18,20:03:14,0.000724525926497,0.004576539916224,6.30754327650751,4.27257434702043,4.16988407465126E-06,3.29826613255984E-05,0.014754803816783,0.015261366205676,2
Blank,06/10/18,20:06:15,0.000715190408579,0.004471242443989,6.26684355144135,4.3148180340877,3.65281105272829E-06,3.15426942342929E-05,0.0185407846767,0.01924853249243,2
L-SVEC,06/10/18,20:08:56,0.022308668739167,0.316784400663396,14.1994714818401,-0.999117480737353,1.51768898073881E-05,0.000200211511741,0.001217006003955,0.000556760417492,2
Wash,06/10/18,20:13:46,0.000731502837271,0.004708671686753,6.45370704813242,4.12359824647731,3.56773810405876E-06,2.87610681439422E-05,0.011091427391245,0.011145662201156,2
