Sample,Date,Time,6Li,7Li,7Li/6Li,Beta,6Li_SE,7Li_SE,7Li/6Li_SE,Beta_SE,Run
Blank,06/10/18,20:16:49,0.000716217154919,0.004577321792569,6.40047035804876,4.17770423796059,5.72509528183465E-06,4.15514865641406E-05,0.01791489964318,0.018226999866268,2
6Li ext std,06/10/18,20:19:30,0.023264248375711,0.327981483860037,14.0979142152065,-0.952489143733889,2.29078981095026E-05,0.000320614047184,0.000608677353434,0.000280468872596,2
Wash,06/10/18,20:24:25,0.000733926218644,0.004784335731697,6.50457841894159,4.07321635160658,3.47440731160479E-06,2.42197004848499E-05,0.023836421209998,0.023828695526593,2
Blank,06/10/18,20:27:27,0.00073753793135,0.004731802809482,6.4250828584911,4.15274599323821,3.71233006751677E-06,3.12230291753958E-05,0.017491184555942,0.017702752899057,2
L-SVEC,06/10/18,20:30:10,0.023468418331455,0.33359345812653,14.2140307701731,-1.00577521875745,1.7830327197589E-05,0.000257180402374,0.00073060301009,0.000333907184149,2
Wash,06/10/18,20:35:29,0.00075360660426,0.004956336024711,6.58502776211213,3.99289255393752,4.32252446561815E-06,3.5614200154859E-05,0.015277338365465,0.015077584186858,2
Blank,06/10/18,20:38:31,0.000747379279851,0.004871267272484,6.51759887156025,4.05981178930332,4.48854062383728E-06,3.26689529109551E-05,0.01598676802945,0.015963014374625,2
Blank,07/10/18,00:43:19,0.000945082447981,0.007922981809872,8.38194386541217,2.42558612949157,7.4412387729115E-06,7.31446461885172E-05,0.021636461981546,0.016802294384006,2
L-SVEC,07/10/18,00:46:00,0.025786905332986,0.365840775670192,14.1876572348369,-0.99371057436431,1.27010826903332E-05,0.000170158416964,0.000880023759108,0.000402934244453,2
Wash,07/10/18,00:51:19,0.000811945431334,0.006707784233217,8.27038142567618,2.51263678449554,5.38788671716201E-06,6.00424050056075E-05,0.02212205748089,0.017408930275785,2
Blank,07/10/18,00:54:21,0.000930079755337,0.007870689103272,8.44665548939322,2.37557575503104,6.64978596872825E-06,6.54482164468767E-05,0.020973033011035,0.016184478336822,2
3.2,07/10/18,00:57:02,0.073146541892111,0.355411987522564,4.8589096821382,5.96731533833925,6.14578341751947E-05,0.000284802889126,0.001010724141626,0.001351204719588,2
Wash,07/10/18,01:01:57,0.001049586567615,0.006888687875722,6.561538344745,4.01620303404851,8.135170195785E-06,6.65462061423343E-05,0.016933399903823,0.016778627620697,2
Blank,07/10/18,01:05:10,0.001170759238535,0.008022036756185,6.86425224842036,3.72325251592832,6.94527333711711E-06,5.6601888079786E-05,0.019027792007392,0.018069977648552,2
L-SVEC,07/10/18,01:08:02,0.025757110302265,0.362812892970268,14.0859207208849,-0.946955905514427,1.15088676805171E-05,0.00020596798374,0.003400997539729,0.001568749124971,2
Wash,07/10/18,01:13:03,0.000931136826886,0.006769493096704,7.2776464641745,3.34312126010067,6.92489495707661E-06,6.08222624254505E-05,0.014058012611612,0.012569614577551,2
Blank,07/10/18,01:16:14,0.001063513569578,0.007914739254229,7.42867109475914,3.21009617240843,8.28593350806215E-06,6.57070681044201E-05,0.024234489470097,0.02117074648742,2
3.2,07/10/18,01:19:06,0.072091733237586,0.349720107540272,4.8506311619847,5.9783912766505,4.30404402805465E-05,0.000237739624896,0.000757418441438,0.001014195388149,2
Wash,07/10/18,01:24:01,0.001157924905535,0.007057283206726,6.08452801305997,4.5066767327178,6.28279399904828E-06,4.79498332567907E-05,0.019213983832336,0.020458218878601,2
Blank,07/10/18,01:27:11,0.00134417784512,0.008393336644868,6.25199954001052,4.32997776688725,7.20181177816463E-06,6.05562804159313E-05,0.013334215913008,0.013898702748618,2
L-SVEC,07/10/18,01:30:03,0.026023921983313,0.365184753175611,14.0327035231007,-0.922362379966552,1.38960031115528E-05,0.0001252136107,0.004713156483675,0.00218256369508,2
Wash,07/10/18,01:35:02,0.001029607999086,0.006997875828884,6.79501802226694,3.78894714235151,7.36687560049359E-06,6.28274356627982E-05,0.01475843852398,0.014127629074611,2
Blank,07/10/18,01:38:13,0.001183552443678,0.008174760114112,6.90595559928996,3.68367619264489,7.64359373246168E-06,6.3251285669195E-05,0.01310199405003,0.01234717102509,2
4.2,07/10/18,01:41:06,0.07584056289691,0.369053239708929,4.86617971259773,5.95760170924744,7.65464656274406E-05,0.000353800157532,0.000821067002154,0.001096175242145,2
Wash,07/10/18,01:46:01,0.00123553609657,0.007159318051349,5.79324261713712,4.8251950674277,7.93226104302403E-06,6.00194589683303E-05,0.015062645305991,0.016878904319897,2
Blank,07/10/18,01:49:11,0.001400610861116,0.008329131986009,5.94592258496152,4.65615296232217,5.9590640933248E-06,5.16580221661682E-05,0.014378351595576,0.015777865217922,2
L-SVEC,07/10/18,01:52:04,0.026609370718979,0.372628544767336,14.0036812192219,-0.908911585756188,1.32344665176318E-05,0.000184743168347,0.005105556018712,0.002369188429674,2
Wash,07/10/18,01:57:03,0.001081423165574,0.007095795152157,6.56051467559982,4.01713891928289,7.06795393250133E-06,5.67500030426428E-05,0.015235897286737,0.015119122941329,2
Blank,07/10/18,02:00:16,0.001238050835725,0.008222674954369,6.64111972157408,3.93042458582194,6.66411284508542E-06,5.40707881634054E-05,0.013396815609546,0.014410403395175,2
4.2,07/10/18,02:03:07,0.076101780637973,0.369911101701828,4.86072466468814,5.96488768275057,7.7661494685918E-05,0.000431100499881,0.000743398705617,0.000993443081228,2
Wash,07/10/18,02:08:01,0.001307838678709,0.00736492379094,5.6404836639054,4.99859530083685,9.14221041449151E-06,6.30551272982782E-05,0.011038155219495,0.012723125511835,2
Blank,07/10/18,02:11:13,0.001498704957326,0.008614520947746,5.74709925150723,4.87700161344271,1.00419978492015E-05,6.92565095264584E-05,0.012110375221511,0.013688077205951,2
L-SVEC,07/10/18,02:14:04,0.026176359809192,0.365930702230491,13.9795039185569,-0.897689253525165,2.15169879158961E-05,0.00020922541992,0.004497308993831,0.002090186298141,2
Wash,07/10/18,02:19:33,0.001163508745156,0.007443916456054,6.39645362608056,4.1814469603241,9.20805267238462E-06,6.63290344704198E-05,0.009584995141284,0.009745584581054,2
Blank,07/10/18,02:22:44,0.001353587044756,0.008720379075188,6.44919941535357,4.12805755242868,7.00978033245258E-06,5.58993599584613E-05,0.007691997762798,0.007747112443517,2
5.2,07/10/18,02:25:36,0.076170095976271,0.370526822355749,4.86489629438558,5.95931454839583,7.73702183717953E-05,0.000357642953671,0.00069333011812,0.000925822033709,2
Wash,07/10/18,02:30:30,0.001386364331911,0.007678706785317,5.53765848022741,5.11822780699016,8.73219343473937E-06,6.20385553674498E-05,0.012995363387114,0.01524068545527,2
Blank,07/10/18,02:33:41,0.001570093870935,0.008883392589066,5.66985330826285,4.9647363380132,6.9223432147107E-06,5.36949332987136E-05,0.007720135775479,0.008857784539251,2
L-SVEC,07/10/18,02:36:34,0.026795765562466,0.373898416868617,13.9536457318963,-0.88565637847281,5.94338898714927E-06,0.000154756528117,0.005706788025045,0.00265766859812,2
Wash,07/10/18,02:41:34,0.001210934313396,0.007626016510721,6.30274257060958,4.27738142646615,7.65905995499671E-06,5.6387353820883E-05,0.011124046685604,0.011491958086225,2
Blank,07/10/18,02:44:46,0.001398385071878,0.00884819315073,6.33259238877271,4.24662207279974,7.36541146312856E-06,5.36554308776939E-05,0.008932743608637,0.009178513074744,2
5.2,07/10/18,02:47:38,0.07833640236989,0.380782575021395,4.86085506951644,5.9647130880471,5.04100034684732E-05,0.000290382191312,0.00067588627064,0.000903241053797,2
Wash,07/10/18,02:52:33,0.001452569945488,0.007924170815359,5.45450005480654,5.21651274972471,7.30587677015542E-06,5.32681792681703E-05,0.012641572431043,0.015091660775864,2
Blank,07/10/18,02:55:44,0.001653517966712,0.009170091143253,5.55010379879274,5.10345633595795,7.13628480359996E-06,5.05625381830742E-05,0.008924174274026,0.010455847919699,2
L-SVEC,07/10/18,02:58:36,0.02646942854622,0.368205105531355,13.9106709691477,-0.865613995675819,1.67828762268899E-05,0.000105395224744,0.006590548121583,0.003078754350485,2
Wash,07/10/18,03:03:35,0.001305798931821,0.008028600804901,6.15490495434671,4.43149863229042,8.73426377023802E-06,5.97138741048955E-05,0.008432920908525,0.008901656717579,2
Blank,07/10/18,03:06:47,0.00152380968215,0.009445458246961,6.20703140123383,4.37676140983805,8.03803731479555E-06,5.99185527492724E-05,0.010180394380427,0.010667041835812,2
6.2,07/10/18,03:09:39,0.076020301565161,0.36858384263674,4.84886990035025,5.98075017891636,7.18224636376132E-05,0.00032135529782,0.000696212114884,0.000932598501456,2
Wash,07/10/18,03:14:35,0.001693300588239,0.009727856728044,5.75666328722974,4.8659825289272,6.04616967302144E-06,4.38205836733029E-05,0.005812405247787,0.006580626245033,2
Blank,07/10/18,03:17:48,0.001789382571207,0.009869293546872,5.5193503808534,5.13951476107779,5.63880309103112E-06,3.82088293373771E-05,0.007709601301045,0.009074380863917,2
L-SVEC,07/10/18,03:20:39,0.025024219307116,0.346878410866802,13.8618245568228,-0.842749497576267,1.72315452243717E-05,0.00014244911165,0.008737206924135,0.00409662847479,2
Wash,07/10/18,03:25:38,0.001401152977449,0.009042911268039,6.45361061768788,4.1236456808301,6.97678033578697E-06,5.05751710286577E-05,0.008729062917486,0.008797742994357,2
Blank,07/10/18,03:28:50,0.001528103917178,0.009321534306463,6.10338960955345,4.48607683997234,7.28056142620135E-06,5.43526628963817E-05,0.0074579414327,0.007952599138022,2
6.2,07/10/18,03:31:41,0.077730097804952,0.376556450429224,4.84475356328381,5.98626658218951,8.0633217031876E-05,0.000421007411014,0.000510047170881,0.000683836027451,2
Wash,07/10/18,03:36:38,0.001721488544847,0.009814445975914,5.70107508190995,4.92909026524136,6.33974183197969E-06,4.01749049324828E-05,0.008281515832481,0.00944298538688,2
Blank,07/10/18,03:39:50,0.001849989234875,0.010073172381117,5.44753315609114,5.22453408230549,6.08448015637261E-06,3.9086370570607E-05,0.00509463976683,0.006078900223723,2
L-SVEC,07/10/18,03:42:42,0.025280939725292,0.350227986279619,13.8534635282287,-0.838842680241447,1.30083745893237E-05,0.000212618840356,0.007016778654795,0.003290865292461,2
Wash,07/10/18,03:48:11,0.001461420876613,0.009365848422008,6.41471093298448,4.16289239698619,7.84618407343056E-06,5.59613140952808E-05,0.007742433340389,0.007837323844563,2
Blank,07/10/18,03:51:24,0.001612546627659,0.009761702960223,6.05731262521268,4.53531050289776,7.6106730969996E-06,5.57185522392089E-05,0.007631841682378,0.00818993615465,2
7.2,07/10/18,03:54:14,0.076550029822864,0.374031233725164,4.88610655176036,5.93105384834886,4.9124801183729E-05,0.000221380986776,0.000705694190012,0.000938155314076,2
Wash,07/10/18,03:59:10,0.001707100744065,0.009691542815292,5.68215855503054,4.95068525181251,1.00295009073724E-05,6.03658219089051E-05,0.008616862422718,0.009870044641443,2
Blank,07/10/18,04:02:22,0.001862226890275,0.010082148108015,5.41827455651273,5.25956033522101,7.06306220750846E-06,4.8441505456827E-05,0.006818185650326,0.008175615634538,2
L-SVEC,07/10/18,04:05:13,0.026101638796148,0.361411112304543,13.8462607444437,-0.835454169106117,1.49181731625874E-05,0.000347363317342,0.008360349201658,0.003924306231251,2
Wash,07/10/18,04:10:12,0.001490088879332,0.009480157333817,6.3621059813851,4.21636814337414,7.98748014534239E-06,5.2190821174003E-05,0.006696069510756,0.006830693488455,2
Blank,07/10/18,04:13:25,0.001611579844933,0.009732267844143,6.03264217770549,4.56194765293797,9.29844456376832E-06,5.11221867208204E-05,0.011680513509493,0.012534796869226,2
7.2,07/10/18,04:16:16,0.07857713927841,0.383572859422709,4.88118156120489,5.93760466079285,5.20707264025736E-05,0.000262276444154,0.0006367612167,0.00084735532901,2
Wash,07/10/18,04:21:13,0.001757165876052,0.009897388070532,5.63239607588726,5.00782741898935,8.6776380118724E-06,5.42397955911377E-05,0.008329686026661,0.009612397324002,2
Blank,07/10/18,04:24:25,0.001885927457375,0.010174254132103,5.39080355339933,5.29257883666408,1.42082590667205E-05,7.95633282842019E-05,0.006735302106382,0.008120447117869,2
L-SVEC,07/10/18,04:27:17,0.025958461286016,0.358630729047776,13.8156268266818,-0.821067543010642,1.11775391947447E-05,0.000133019743115,0.008099787065801,0.003810087437746,2
Wash,07/10/18,04:32:16,0.001558114032862,0.009796323395364,6.28711535391726,4.29339601950741,8.57983920612265E-06,5.74353842646532E-05,0.006718387768164,0.006942104653428,2
Blank,07/10/18,04:35:28,0.001693343204448,0.010119099686331,5.97036994222214,4.62930360068774,8.06281008698975E-06,4.45717263525294E-05,0.010151150625264,0.011025979555291,2
1.3,07/10/18,04:38:20,0.07851016882734,0.384921117973984,4.90282396297575,5.9088650724175,8.24607880990021E-05,0.000370559959018,0.000585140793482,0.00077537534471,2
Wash,07/10/18,04:43:15,0.001929416064564,0.010794418269007,5.59440678921113,5.05177457361283,6.36701286776724E-06,4.49639521611006E-05,0.007752702663655,0.009004698627076,2
Blank,07/10/18,04:46:27,0.002060775768228,0.011039623120073,5.35689277581303,5.33357099303363,6.52265620826402E-06,4.11295524067511E-05,0.006480584541869,0.007861239056411,2
L-SVEC,07/10/18,04:49:20,0.02646129227522,0.365225878592446,13.8023838162597,-0.814828017782377,1.73325388727472E-05,0.000165130842158,0.009430665047261,0.004441676162161,2
Wash,07/10/18,04:54:19,0.001591729168009,0.009994969400999,6.2793173150477,4.30143852174319,8.35832589079854E-06,5.31158945130158E-05,0.005689510914195,0.005884277643131,2
Blank,07/10/18,04:57:32,0.001711207234458,0.010215008262712,5.9633594315869,4.63692949561375,9.09793268833948E-06,5.14072052365714E-05,0.009935165881684,0.010815095450411,2
1.3,07/10/18,05:00:24,0.081123433075669,0.397482276110986,4.89947297530159,5.91330647384768,6.16910116808279E-05,0.000299012086967,0.000535730704406,0.000710267465917,2
Wash,07/10/18,05:05:19,0.001964771719543,0.01099361295546,5.59948533748463,5.04581932803318,3.89404220543717E-06,3.20394799918752E-05,0.005564285549127,0.006460569249628,2
Blank,07/10/18,05:08:32,0.002106618442778,0.011261090009701,5.34559905105854,5.34727588472524,6.48363899208306E-06,3.6214798500867E-05,0.006274955300959,0.007634971539465,2
L-SVEC,07/10/18,05:11:24,0.026085464243922,0.359853556556808,13.7953463660144,-0.811529566076714,2.92557128230897E-05,0.000237845848428,0.007619686461399,0.003590372728027,2
Wash,07/10/18,05:16:54,0.00162450576985,0.010209891046608,6.28157692170601,4.29908727185749,9.19354281125183E-06,5.65290643395148E-05,0.004971939650139,0.00514039875332,2
Blank,07/10/18,05:20:06,0.001803481584519,0.010717317197096,5.9424094884477,4.65970128430464,7.82588886981746E-06,5.10368554014668E-05,0.006420916236893,0.007013473653662,2
6Li ext std,07/10/18,05:22:58,0.028589970348543,0.394699751457441,13.8054566593952,-0.816298586832086,2.36492317117732E-05,0.000448103037152,0.005403405314804,0.002543392806616,2
Wash,07/10/18,05:27:52,0.001456198827192,0.00929625708833,6.38713613069983,4.19085801187505,8.57142291242951E-06,6.14666011650476E-05,0.006763866866962,0.006880830623848,2
Blank,07/10/18,05:31:03,0.001672526753046,0.010677149062664,6.38900946743382,4.18900340174207,6.88939966308704E-06,5.52290006570433E-05,0.008992866023619,0.009154304516323,2
L-SVEC,07/10/18,05:33:55,0.026165131357622,0.364330382356148,13.9242912940678,-0.871978732352267,1.01258218448251E-05,0.000145795978362,0.005044770231987,0.002354171429104,2
Wash,07/10/18,05:38:54,0.001374486433589,0.009239528646643,6.72891151161304,3.85227686717498,7.03501161026791E-06,5.49093737238688E-05,0.00933467943726,0.009030470856173,2
Blank,07/10/18,05:42:07,0.001575146876997,0.010597923787082,6.73516739595402,3.84621194493716,6.57857788198436E-06,5.34560818635269E-05,0.008101777665649,0.007814330427494,2
6Li ext std,07/10/18,05:44:59,0.028903163450827,0.401769536222196,13.9020933013231,-0.861620081363606,1.80179003110656E-05,0.000311172379595,0.003405528309212,0.001591796239089,2
Wash,07/10/18,05:49:53,0.001323830330173,0.00934147324372,7.0561516509185,3.54396449111518,6.98626873328982E-06,5.5861258954351E-05,0.015037274592723,0.013840934049059,2
Blank,07/10/18,05:53:04,0.001512850777148,0.010702893745241,7.07582519857373,3.52571965702053,1.48032746931164E-05,9.65229965783371E-05,0.009965925613975,0.00914765894262,2
L-SVEC,07/10/18,05:55:56,0.025566876316588,0.357558044352473,13.985232493684,-0.90035170485731,1.56606673641204E-05,0.000196973162819,0.004014474127982,0.001865172137873,2
Wash,07/10/18,06:00:55,0.001302086506489,0.009480718430855,7.26453031925142,3.35480238152356,5.86645381366063E-06,4.63928146848774E-05,0.013178791462845,0.011773009391535,2
Blank,07/10/18,06:04:08,0.001503592524086,0.010927968582087,7.26743138689298,3.35218374720916,7.5206675754152E-06,6.37229354828638E-05,0.0115770167312,0.010345639791834,2
2.3,07/10/18,06:06:59,0.077800478976916,0.378991596839038,4.87132582506734,5.95073521444555,8.57728770660993E-05,0.000426255691682,0.000773042039848,0.001030651167058,2
Wash,07/10/18,06:11:53,0.001787148818242,0.011354771631081,6.34862778385925,4.23018280558728,1.25685258244545E-05,7.22607293028428E-05,0.008549776207068,0.008754390037625,2
Blank,07/10/18,06:15:06,0.001912428806526,0.01175242144962,6.15028852313677,4.43632207113811,1.21975743122462E-05,7.65362089569276E-05,0.006174962311634,0.006526690057329,2
L-SVEC,07/10/18,06:17:56,0.026229850542462,0.364098288137208,13.8811330327551,-0.851799586468183,1.24152848681528E-05,0.000126404707213,0.007582825104174,0.00355041864417,2
Wash,07/10/18,06:22:56,0.001527786104286,0.010679296090395,6.98712488792919,3.60758376318194,8.38382067814266E-06,5.96355224165246E-05,0.005622604085653,0.005227923010618,2
Blank,07/10/18,06:26:09,0.001668169779746,0.011164684055988,6.69249593099898,3.88754349975606,6.60359109919696E-06,5.21515352485758E-05,0.009640315094906,0.009352856759289,2
2.3,07/10/18,06:29:00,0.080254702997424,0.390264010795083,4.86282639222544,5.96207964692229,6.55897189862033E-05,0.000289247483823,0.000789907122953,0.001055167649532,2
Wash,07/10/18,06:33:56,0.001885523352997,0.011424492161921,6.06356290010571,4.52860995786361,1.41068737240451E-05,7.91292369803152E-05,0.007608271236474,0.008147764013659,2
Blank,07/10/18,06:37:08,0.002039652248234,0.011902013429083,5.83876394237689,4.77399026900522,6.84948227331229E-06,4.54834669053684E-05,0.005778667613476,0.006422820558153,2
L-SVEC,07/10/18,06:40:00,0.026771889350458,0.37104329496627,13.8623058132366,-0.842993238582354,1.47868216460666E-05,9.9165364187985E-05,0.005999206421366,0.002812259091791,2
Wash,07/10/18,06:45:27,0.001611426541959,0.010878471685382,6.7558446020316,3.82631453371854,7.60326518017802E-06,5.10696059700093E-05,0.008824028407281,0.008508164198619,2
Blank,07/10/18,06:48:40,0.001749391321884,0.011299186227168,6.45326260377128,4.12390731598105,7.9316720880871E-06,5.5137937745978E-05,0.00429192616832,0.00431878364066,2
3.3,07/10/18,06:51:31,0.078938093501254,0.382818474380387,4.84961750043084,5.97974934234143,8.05268170388486E-05,0.000349231284818,0.000816062538531,0.001093004647405,2
Wash,07/10/18,06:56:26,0.001887021025451,0.011103407562372,5.87842614159435,4.73010500851843,6.70130444134941E-06,4.4673924979056E-05,0.009423619630142,0.01043286492042,2
Blank,07/10/18,06:59:39,0.002072020267198,0.011731233943095,5.65686488071822,4.97965758078529,8.54312857670324E-06,5.46272157936022E-05,0.008282658684679,0.009514925099188,2
L-SVEC,07/10/18,07:02:29,0.026284298517307,0.362499249185149,13.7916549696181,-0.809786286383259,2.67590075124902E-05,0.000195395076779,0.008055339463429,0.003795319283376,2
Wash,07/10/18,07:07:28,0.001720651766692,0.011210671021003,6.51531209140353,4.06176420937633,8.31169824583958E-06,5.58736284625604E-05,0.005562057179272,0.005543811056714,2
Blank,07/10/18,07:10:41,0.001906079748401,0.011876208142694,6.23547449349298,4.34694351389553,8.55915721173405E-06,6.270780834437E-05,0.005137875690158,0.005349047383626,2
3.3,07/10/18,07:13:32,0.079537790855245,0.385772416671009,4.85019586694285,5.97897483527157,7.78225336246031E-05,0.000317113826435,0.000849000980197,0.001137006078694,2
Wash,07/10/18,07:18:27,0.00197095829196,0.011368536884548,5.76770571957119,4.85362373201475,7.75191167647169E-06,5.51257194488242E-05,0.008891382577788,0.010019289673272,2
Blank,07/10/18,07:21:39,0.002129465614182,0.011856003251726,5.57197776838644,5.07786739339648,7.20401019792072E-06,5.55536560275482E-05,0.007793037542623,0.009104326651246,2
L-SVEC,07/10/18,07:24:30,0.026743799610667,0.368414855389408,13.7758049452284,-0.802314070301593,1.45051315767616E-05,0.000113885409192,0.008373696384939,0.003950648804109,2
Wash,07/10/18,07:29:30,0.001731710260225,0.011151247727801,6.43577528761726,4.14156536192252,1.47589566077045E-05,8.77180785648589E-05,0.006240847530489,0.006299630112837,2
Blank,07/10/18,07:32:43,0.001917325689165,0.01176691844303,6.14032205803691,4.44686030388049,9.44223367071619E-06,6.5062375358487E-05,0.006305143318115,0.006676929875413,2
4.3,07/10/18,07:35:35,0.083329691203813,0.405931430498715,4.87183738759002,5.95005270366808,4.96866307235832E-05,0.000257254679446,0.000715498940208,0.0009540513839,2
Wash,07/10/18,07:40:30,0.002057416659553,0.011736396291688,5.70929582696789,4.91967173387993,8.17229276284772E-06,5.36383099556061E-05,0.006344823218722,0.007226680711156,2
Blank,07/10/18,07:43:41,0.002237174827836,0.012300349223823,5.49307604173581,5.17047672563106,1.00763944819741E-05,6.56694141665304E-05,0.006336959547103,0.007494780160992,2
L-SVEC,07/10/18,07:46:33,0.026534721507362,0.364510420031272,13.7373105596464,-0.784134544914225,3.02830335731697E-05,0.00025256562888,0.008574639814324,0.004056361997973,2
Wash,07/10/18,07:51:33,0.001815569455675,0.011544074203516,6.35395075004891,4.22470639335415,8.7833926514286E-06,5.95648072287095E-05,0.007157948356765,0.00731144906647,2
Blank,07/10/18,07:54:45,0.002035302685243,0.012288960548963,6.03379076081207,4.5605685820245,1.01594419570865E-05,6.6377103273911E-05,0.006878139111135,0.007394464876527,2
4.3,07/10/18,07:57:37,0.081384826377476,0.396531114026046,4.87229919366771,5.94943660751604,0.000100745148129,0.00048968490862,0.000620442856471,0.000827145472503,2
Wash,07/10/18,08:02:32,0.002166343224674,0.012183597442973,5.62368595060186,5.01791713535,7.02482657765523E-06,5.40847229078354E-05,0.009357150840341,0.010821609368509,2
Blank,07/10/18,08:05:44,0.002352682052507,0.012784997925649,5.43786483628398,5.23609069571858,7.47481076392328E-06,4.88792333634261E-05,0.005869754825614,0.007010604465574,2
L-SVEC,07/10/18,08:08:36,0.026819059152107,0.368560895907849,13.7425693034825,-0.786631781316076,2.06280948208929E-05,0.000232935774072,0.007169431957799,0.003389979917878,2
Wash,07/10/18,08:14:05,0.001852940342084,0.011704663512932,6.31695509473698,4.26261529163476,1.02337830359906E-05,6.26944456256305E-05,0.005615295188075,0.005773411736323,2
Blank,07/10/18,08:17:17,0.00205134807035,0.012370420594188,6.03080446734537,4.56375719330106,1.07551305278439E-05,7.19073468263382E-05,0.005649876172371,0.006089835620213,2
5.3,07/10/18,08:20:09,0.082483693814082,0.400390337684525,4.85418280315931,5.97363639989324,6.78804537035921E-05,0.000303836952331,0.00071903956218,0.000962128994725,2
Wash,07/10/18,08:25:05,0.002132124176714,0.012046632324385,5.64596548750975,4.992147775372,7.35176470574943E-06,4.99921823808063E-05,0.006893954476379,0.007920206576436,2
Blank,07/10/18,08:28:16,0.002348457696335,0.012741329742117,5.42919344797844,5.24645153680691,8.22412703904991E-06,5.57487685062591E-05,0.005574639321012,0.006673712632737,2
L-SVEC,07/10/18,08:31:08,0.026731907013182,0.366230837713088,13.7004308681203,-0.766665416911059,3.70690710338174E-05,0.00028605624823,0.009334545068101,0.004428175685083,2
Wash,07/10/18,08:36:07,0.001857378711761,0.011660816694466,6.27308057875491,4.30801409871584,1.51532138729246E-05,7.84809508661566E-05,0.010742491273152,0.011097552431187,2
Blank,07/10/18,08:39:20,0.002113530710371,0.012607733736851,5.9649929608087,4.63506376189378,9.70873385295728E-06,6.502088249148E-05,0.006595873762951,0.007195365414072,2
5.3,07/10/18,08:42:10,0.080958395288006,0.392995977496358,4.85429409654158,5.97348723116172,3.10113843397765E-05,0.000171602253751,0.000668793367102,0.000894866637836,2
Wash,07/10/18,08:47:06,0.002238693666634,0.012521473141206,5.59296279310917,5.05339662000952,8.06614803941629E-06,5.38156888867101E-05,0.00567825626951,0.006597076791862,2
Blank,07/10/18,08:50:19,0.00242811356326,0.013077915509953,5.38897709821815,5.29474132328123,8.42875180303116E-06,5.44010537478762E-05,0.005105693751127,0.006154426952768,2
L-SVEC,07/10/18,08:53:10,0.027126025177852,0.371294985486781,13.6878472451438,-0.760696116538445,1.15610699517841E-05,0.000173362430795,0.009317444935085,0.004424134118649,2
Wash,07/10/18,08:58:09,0.001940824230178,0.012052834255027,6.21011726146726,4.37342531906083,9.28567357522492E-06,5.95700985727637E-05,0.005602840604277,0.005860792824609,2
Blank,07/10/18,09:01:22,0.002141099758976,0.012688577857394,5.92297471813167,4.68096592035747,8.39726189754285E-06,5.62703103032214E-05,0.005792691507319,0.006355025399556,2
6.3,07/10/18,09:04:12,0.081633439846299,0.397225734313329,4.86597690881873,5.95787136918192,9.02647365716459E-05,0.000414985113974,0.000588019159488,0.00078501744172,2
Wash,07/10/18,09:09:07,0.002380550564649,0.013317010414852,5.59741582724001,5.04820305841812,8.56020389497381E-06,5.24142544369573E-05,0.004637202780266,0.005385814112755,2
Blank,07/10/18,09:12:20,0.002504001893949,0.013540388576518,5.41237399768874,5.26665548441906,1.42539481128675E-05,7.54584710297177E-05,0.007400377405533,0.008893906881312,2
L-SVEC,07/10/18,09:15:11,0.027092000496687,0.369783898086255,13.6494708216958,-0.742450719077022,3.65736590936081E-05,0.000300930204304,0.010102720702402,0.004811741338673,2
Wash,07/10/18,09:20:11,0.002031764950456,0.012587281251943,6.19537783343024,4.38885754836922,7.79760976254048E-06,4.57495466193326E-05,0.005336928192828,0.005594491027559,2
Blank,07/10/18,09:23:23,0.002241878458147,0.013261563548071,5.91216290221368,4.69283357022698,1.08633695078286E-05,6.84700781444642E-05,0.005714755543838,0.006279689193005,2
6.3,07/10/18,09:26:14,0.07988123137161,0.388774127122486,4.86689728768365,5.95664274144441,8.43835559753816E-05,0.000427856803305,0.000582602781922,0.000777616480882,2
Wash,07/10/18,09:31:10,0.002503430712373,0.013940262418137,5.57055142150457,5.07944434971513,6.14288372087075E-06,3.99541315940819E-05,0.003889270323622,0.004535103399616,2
Blank,07/10/18,09:34:23,0.002692176081696,0.014471742869969,5.37587408298377,5.3105333469185,8.01960204403262E-06,5.2010203963548E-05,0.003971011309925,0.004804140892441,2
L-SVEC,07/10/18,09:37:15,0.027267423999327,0.372211199371813,13.6505727112365,-0.742984398073953,2.62140719989621E-05,0.000179256307752,0.009338860850217,0.004446515058285,2
Wash,07/10/18,09:42:43,0.002073249247427,0.012890110644447,6.21742310012393,4.36577939595509,9.13443482424668E-06,5.58635009889561E-05,0.00513948245418,0.005370724357047,2
Blank,07/10/18,09:45:57,0.002287194615713,0.01359803751868,5.94833321793723,4.6531958152053,9.84108729168143E-06,6.01373484028493E-05,0.004859218390837,0.005307766791955,2
7.3,07/10/18,09:48:48,0.084369968594926,0.411716904445956,4.87990714360522,5.93930173875833,8.19313400418176E-05,0.000374062931088,0.000792706504234,0.001055094970508,2
Wash,07/10/18,09:53:43,0.002300104472178,0.012816595628117,5.57203558998239,5.07774079834993,9.91413004884003E-06,6.02583679417488E-05,0.005284482906757,0.00615988535261,2
Blank,07/10/18,09:56:56,0.002528650899816,0.013578717060989,5.37364190609927,5.31327177326493,1.09529706061203E-05,7.16952258275723E-05,0.00590539964613,0.00714553113807,2
